STATEFIP,YEAR,QUARTER,industry,emp_weighted,total_emp,emp_share
16,1996,1,Retail trade,358758.4727,1634352.1061,0.21951112698480463
16,1996,1,Transportation and warehousing,42304.7718,1634352.1061,0.025884735389701593
16,1996,1,Utilities,19257.8866,1634352.1061,0.01178319318592519
16,1996,1,Wholesale trade,88253.3487,1634352.1061,0.053998981229691094
16,1996,2,Construction,149029.438,1608422.0415999999,0.0926556800053243
16,1996,2,Education and health services,277668.8576,1608422.0415999999,0.17263432756976216
16,1996,2,Financial activities,82391.0237,1608422.0415999999,0.051224754180837016
16,1996,2,Government,80898.2824,1608422.0415999999,0.05029667606365635
16,1996,2,Information,17580.5568,1608422.0415999999,0.010930313279288003
16,1996,2,Leisure and hospitality,28500.4874,1608422.0415999999,0.01771953297260758
16,1996,2,Manufacturing - Durable goods,161869.7558,1608422.0415999999,0.10063885697498764
16,1996,2,Manufacturing - Nondurable goods,90678.8422,1608422.0415999999,0.05637751775012731
16,1996,2,Mining and logging,6018.1894,1608422.0415999999,0.0037416730462194636
16,1996,2,Other services,64296.7114,1608422.0415999999,0.03997502504755528
16,1996,2,Professional and business services,165703.8882,1608422.0415999999,0.10302264201450745
16,1996,2,Retail trade,297321.9357,1608422.0415999999,0.18485318405872808
16,1996,2,Transportation and warehousing,75144.462,1608422.0415999999,0.046719368459567374
16,1996,2,Utilities,29769.2993,1608422.0415999999,0.018508388053664435
16,1996,2,Wholesale trade,81550.3117,1608422.0415999999,0.050702060523167614
16,1996,3,Construction,152537.5997,1640558.7284,0.09297905467167669
16,1996,3,Education and health services,261382.1201,1640558.7284,0.15932506138010682
16,1996,3,Financial activities,90471.4516,1640558.7284,0.055146731435963145
16,1996,3,Government,86794.8544,1640558.7284,0.052905667378728385
16,1996,3,Information,10013.9574,1640558.7284,0.0061039920282319835
16,1996,3,Leisure and hospitality,30770.0208,1640558.7284,0.018755817921866966
16,1996,3,Manufacturing - Durable goods,160113.5111,1640558.7284,0.09759693958420806
16,1996,3,Manufacturing - Nondurable goods,124804.8451,1640558.7284,0.0760745975986604
16,1996,3,Mining and logging,8408.7377,1640558.7284,0.005125532877570834
16,1996,3,Other services,60508.0414,1640558.7284,0.03688258174031486
16,1996,3,Professional and business services,195514.3315,1640558.7284,0.11917545413974953
16,1996,3,Retail trade,288996.3132,1640558.7284,0.1761572494767387
16,1996,3,Transportation and warehousing,77655.1243,1640558.7284,0.04733455923015648
16,1996,3,Utilities,18450.4503,1640558.7284,0.011246443044434203
16,1996,3,Wholesale trade,74137.3698,1640558.7284,0.04519031749159295
16,1996,4,Construction,143791.9691,1683545.6784,0.08541019762330197
16,1996,4,Education and health services,309180.7983,1683545.6784,0.1836485949070522
16,1996,4,Financial activities,79360.4204,1683545.6784,0.047138857839261104
16,1996,4,Government,90625.4126,1683545.6784,0.05383008834433773
16,1996,4,Information,10967.4018,1683545.6784,0.006514466426846907
16,1996,4,Leisure and hospitality,15363.020199999999,1683545.6784,0.009125395525116153
16,1996,4,Manufacturing - Durable goods,156942.8481,1683545.6784,0.0932216156137531
16,1996,4,Manufacturing - Nondurable goods,127669.3475,1683545.6784,0.07583361065755803
16,1996,4,Mining and logging,14104.9285,1683545.6784,0.008378108584143064
16,1996,4,Other services,60686.5321,1683545.6784,0.03604685805595424
16,1996,4,Professional and business services,206624.9962,1683545.6784,0.12273204039011953
16,1996,4,Retail trade,314935.3491,1683545.6784,0.18706670875678688
16,1996,4,Transportation and warehousing,74015.8658,1683545.6784,0.04396427536812832
16,1996,4,Utilities,20223.3354,1683545.6784,0.012012347309292942
16,1996,4,Wholesale trade,59053.4533,1683545.6784,0.035076834598347775
16,1997,1,Construction,132455.3406,1674613.5539,0.07909606385994271
16,1997,1,Education and health services,291187.1253,1674613.5539,0.17388317717950846
16,1997,1,Financial activities,89772.3917,1674613.5539,0.05360782581206839
16,1997,1,Government,75335.5205,1674613.5539,0.0449868092399894
16,1997,1,Information,15757.529,1674613.5539,0.009409650939049408
16,1997,1,Leisure and hospitality,16925.0055,1674613.5539,0.010106812679608038
16,1997,1,Manufacturing - Durable goods,170787.7185,1674613.5539,0.10198634670205149
16,1997,1,Manufacturing - Nondurable goods,131333.8993,1674613.5539,0.07842639216321703
16,1997,1,Mining and logging,14863.1125,1674613.5539,0.008875547713910092
16,1997,1,Other services,67203.1228,1674613.5539,0.04013052602105778
16,1997,1,Professional and business services,190383.6624,1674613.5539,0.11368811745051051
16,1997,1,Retail trade,331298.1862,1674613.5539,0.1978356053720222
16,1997,1,Transportation and warehousing,57290.0139,1674613.5539,0.034210886306621335
16,1997,1,Utilities,18328.791,1674613.5539,0.010945086976821705
16,1997,1,Wholesale trade,71692.1347,1674613.5539,0.04281115158362149
16,1997,2,Construction,171114.7655,1690334.0439,0.10123133123746228
16,1997,2,Education and health services,284266.1387,1690334.0439,0.16817157515453623
16,1997,2,Financial activities,87027.4916,1690334.0439,0.051485380605129985
16,1997,2,Government,74971.3552,1690334.0439,0.04435298186802378
16,1997,2,Information,18516.1971,1690334.0439,0.010954164454546961
16,1997,2,Leisure and hospitality,24889.0911,1690334.0439,0.014724362435826583
16,1997,2,Manufacturing - Durable goods,160158.6903,1690334.0439,0.09474972765174632
16,1997,2,Manufacturing - Nondurable goods,130028.7673,1690334.0439,0.07692489408779399
16,1997,2,Mining and logging,13899.0282,1690334.0439,0.008222651759371574
16,1997,2,Other services,68881.3683,1690334.0439,0.04075015145590656
16,1997,2,Professional and business services,196991.6701,1690334.0439,0.11654008319296089
16,1997,2,Retail trade,322550.4865,1690334.0439,0.19082055861325484
16,1997,2,Transportation and warehousing,67677.2519,1690334.0439,0.040037797347944666
16,1997,2,Utilities,21161.1597,1690334.0439,0.012518921793219171
16,1997,2,Wholesale trade,48200.5824,1690334.0439,0.028515418342276222
16,1997,3,Construction,176743.7001,1658070.0484,0.10659603933534272
16,1997,3,Education and health services,266032.0394,1658070.0484,0.16044680359356042
16,1997,3,Financial activities,75942.469,1658070.0484,0.045801725369373124
16,1997,3,Government,80839.6757,1658070.0484,0.048755283757769136
16,1997,3,Information,16462.159,1658070.0484,0.009928506347416148
16,1997,3,Leisure and hospitality,32192.5021,1658070.0484,0.01941564660133933
16,1997,3,Manufacturing - Durable goods,142614.2184,1658070.0484,0.08601217936336254
16,1997,3,Manufacturing - Nondurable goods,132884.8433,1658070.0484,0.08014428788954416
16,1997,3,Mining and logging,6525.8867,1658070.0484,0.003935832931966495
16,1997,3,Other services,57840.1072,1658070.0484,0.03488399495293603
16,1997,3,Professional and business services,203280.3854,1658070.0484,0.1226006015826418
16,1997,3,Retail trade,325576.6992,1658070.0484,0.19635883267668583
16,1997,3,Transportation and warehousing,69782.2333,1658070.0484,0.04208642051482583
16,1997,3,Utilities,23419.6485,1658070.0484,0.014124643601516974
16,1997,3,Wholesale trade,47933.481100000005,1658070.0484,0.0289092014817195
16,1997,4,Construction,149271.8972,1698857.5039,0.08786604930509029
16,1997,4,Education and health services,340333.2574,1698857.5039,0.20033066729770474
16,1997,4,Financial activities,67369.3106,1698857.5039,0.03965565707856188
16,1997,4,Government,73933.0828,1698857.5039,0.04351929613300395
16,1997,4,Information,16574.9182,1698857.5039,0.009756508807801488
16,1997,4,Leisure and hospitality,24387.4855,1698857.5039,0.014355227230073514
16,1997,4,Manufacturing - Durable goods,164009.4926,1698857.5039,0.0965410531627814
16,1997,4,Manufacturing - Nondurable goods,133775.8144,1698857.5039,0.0787445763360942
16,1997,4,Mining and logging,10515.5353,1698857.5039,0.0061897688745877165
16,1997,4,Other services,61014.8607,1698857.5039,0.03591523159531073
16,1997,4,Professional and business services,193996.6676,1698857.5039,0.11419243059211824
16,1997,4,Retail trade,341829.2846,1698857.5039,0.20121127511593884
16,1997,4,Transportation and warehousing,63753.5846,1698857.5039,0.03752732907477138
16,1997,4,Utilities,21087.332,1698857.5039,0.012412654946980925
16,1997,4,Wholesale trade,37004.9804,1698857.5039,0.021782274449180777
16,1998,1,Construction,132117.877,1685680.3648,0.0783765889185494
16,1998,1,Education and health services,324713.8997,1685680.3648,0.19263076587982095
16,1998,1,Financial activities,81225.5153,1685680.3648,0.0481855973386966
16,1998,1,Government,59807.2512,1685680.3648,0.03547959177129996
16,1998,1,Information,12533.0672,1685680.3648,0.0074350199846380735
16,1998,1,Leisure and hospitality,32276.2107,1685680.3648,0.019147289945344682
16,1998,1,Manufacturing - Durable goods,172893.714,1685680.3648,0.10256613152192304
16,1998,1,Manufacturing - Nondurable goods,115226.3749,1685680.3648,0.0683560046768838
16,1998,1,Mining and logging,6937.1854,1685680.3648,0.00411536228626776
16,1998,1,Other services,70905.2288,1685680.3648,0.042063270285771316
16,1998,1,Professional and business services,206152.8304,1685680.3648,0.12229651285311097
16,1998,1,Retail trade,311738.4771,1685680.3648,0.1849333263942875
16,1998,1,Transportation and warehousing,73604.9539,1685680.3648,0.04366483435234945
16,1998,1,Utilities,21560.8008,1685680.3648,0.012790562938400312
16,1998,1,Wholesale trade,63986.9784,1685680.3648,0.03795914085265615
16,1998,2,Construction,162480.0794,1736681.0668,0.09355781122171442
16,1998,2,Education and health services,305644.5274,1736681.0668,0.17599347009821392
16,1998,2,Financial activities,83622.1297,1736681.0668,0.048150539151141744
16,1998,2,Government,70625.1612,1736681.0668,0.04066674218435143
16,1998,2,Information,20721.6862,1736681.0668,0.011931774115659405
16,1998,2,Leisure and hospitality,32751.7162,1736681.0668,0.018858797292209878
16,1998,2,Manufacturing - Durable goods,180535.8098,1736681.0668,0.10395449875701955
16,1998,2,Manufacturing - Nondurable goods,143575.0934,1736681.0668,0.08267211300031663
16,1998,2,Mining and logging,10919.5829,1736681.0668,0.006287615560939102
16,1998,2,Other services,70636.9422,1736681.0668,0.04067352581332351
16,1998,2,Professional and business services,191576.9584,1736681.0668,0.11031211318091858
16,1998,2,Retail trade,322161.419,1736681.0668,0.1855040773799723
16,1998,2,Transportation and warehousing,69890.2364,1736681.0668,0.04024356442647204
16,1998,2,Utilities,12658.7922,1736681.0668,0.007289071345336325
16,1998,2,Wholesale trade,58880.9324,1736681.0668,0.03390428647241126
16,1998,3,Construction,165098.9027,1796384.4045,0.09190622134461979
16,1998,3,Education and health services,275577.7398,1796384.4045,0.15340688725067364
16,1998,3,Financial activities,88173.2085,1796384.4045,0.049083708519804176
16,1998,3,Government,98694.3189,1796384.4045,0.05494053424911038
16,1998,3,Information,16643.8328,1796384.4045,0.009265184421723251
16,1998,3,Leisure and hospitality,38614.4841,1796384.4045,0.021495668746215727
16,1998,3,Manufacturing - Durable goods,174869.5148,1796384.4045,0.09734526438881697
16,1998,3,Manufacturing - Nondurable goods,124962.6202,1796384.4045,0.06956340741266996
16,1998,3,Mining and logging,18085.9805,1796384.4045,0.010067990155500152
16,1998,3,Other services,75839.7717,1796384.4045,0.04221800830046117
16,1998,3,Professional and business services,214310.9947,1796384.4045,0.11930129996850572
16,1998,3,Retail trade,347464.5907,1796384.4045,0.19342440840033467
16,1998,3,Transportation and warehousing,78985.57,1796384.4045,0.04396919156174962
16,1998,3,Utilities,21834.5906,1796384.4045,0.012154742907644744
16,1998,3,Wholesale trade,57228.2845,1796384.4045,0.031857482372170086
16,1998,4,Construction,144045.3655,1784110.0732,0.08073793633239154
16,1998,4,Education and health services,304801.104,1784110.0732,0.17084209577568568
16,1998,4,Financial activities,95598.1627,1784110.0732,0.053583107979730225
16,1998,4,Government,104494.1907,1784110.0732,0.05856936310693995
16,1998,4,Information,19957.889,1784110.0732,0.011186467303669949
16,1998,4,Leisure and hospitality,27070.9088,1784110.0732,0.015173340034701622
16,1998,4,Manufacturing - Durable goods,183851.4335,1784110.0732,0.10304937809708233
16,1998,4,Manufacturing - Nondurable goods,118950.5211,1784110.0732,0.0666721873761124
16,1998,4,Mining and logging,8275.0279,1784110.0732,0.004638182376919052
16,1998,4,Other services,74959.6804,1784110.0732,0.042015165726603104
16,1998,4,Professional and business services,202229.3063,1784110.0732,0.11335024073782579
16,1998,4,Retail trade,333192.3856,1784110.0732,0.18675550943019023
16,1998,4,Transportation and warehousing,80068.5894,1784110.0732,0.04487872727291319
16,1998,4,Utilities,20328.6742,1784110.0732,0.011394293718401725
16,1998,4,Wholesale trade,66286.83410000001,1784110.0732,0.037154004730833225
16,1999,1,Construction,153191.548,1689412.529,0.09067740730600442
16,1999,1,Education and health services,266033.5506,1689412.529,0.15747104158004027
16,1999,1,Financial activities,85345.2895,1689412.529,0.05051773207253158
16,1999,1,Government,73471.7651,1689412.529,0.04348953487606105
16,1999,1,Information,21241.0577,1689412.529,0.012573043786157454
16,1999,1,Leisure and hospitality,16055.7084,1689412.529,0.009503722817483615
16,1999,1,Manufacturing - Durable goods,166215.3455,1689412.529,0.09838647615475331
16,1999,1,Manufacturing - Nondurable goods,136081.7897,1689412.529,0.08054976944000158
16,1999,1,Mining and logging,5780.2529,1689412.529,0.0034214573413998872
16,1999,1,Other services,72853.5646,1689412.529,0.043123608561802015
16,1999,1,Professional and business services,199177.284,1689412.529,0.11789736407240768
16,1999,1,Retail trade,326797.1443,1689412.529,0.19343833355695444
16,1999,1,Transportation and warehousing,79240.8969,1689412.529,0.04690440939662287
16,1999,1,Utilities,24559.1721,1689412.529,0.014537107827972073
16,1999,1,Wholesale trade,63368.159700000004,1689412.529,0.037508991209807704
16,1999,2,Construction,145108.8708,1715639.2884,0.08458005816323319
16,1999,2,Education and health services,294383.1843,1715639.2884,0.17158804084892512
16,1999,2,Financial activities,81871.1376,1715639.2884,0.04772048422623428
16,1999,2,Government,60573.6309,1715639.2884,0.03530674035594672
16,1999,2,Information,19277.8002,1715639.2884,0.011236511270372236
16,1999,2,Leisure and hospitality,23392.6359,1715639.2884,0.013634938333579375
16,1999,2,Manufacturing - Durable goods,176603.1836,1715639.2884,0.10293724607152101
16,1999,2,Manufacturing - Nondurable goods,112965.5093,1715639.2884,0.06584455722353579
16,1999,2,Mining and logging,7680.1695,1715639.2884,0.004476564247466321
16,1999,2,Other services,70238.3764,1715639.2884,0.04094006057969452
16,1999,2,Professional and business services,214576.1146,1715639.2884,0.12507064628958983
16,1999,2,Retail trade,339152.1346,1715639.2884,0.19768265794163076
16,1999,2,Transportation and warehousing,76867.0627,1715639.2884,0.0448037435489636
16,1999,2,Utilities,25570.5549,1715639.2884,0.014904388744703453
16,1999,2,Wholesale trade,67378.9231,1715639.2884,0.03927336215460383
16,1999,3,Construction,165303.1006,1798013.0923,0.09193653889836029
16,1999,3,Education and health services,277060.2442,1798013.0923,0.15409245093181573
16,1999,3,Financial activities,96646.57,1798013.0923,0.05375187222712083
16,1999,3,Government,65783.4669,1798013.0923,0.036586756337714126
16,1999,3,Information,22376.3004,1798013.0923,0.012445015275932426
16,1999,3,Leisure and hospitality,26280.2378,1798013.0923,0.014616266095361178
16,1999,3,Manufacturing - Durable goods,169565.1322,1798013.0923,0.09430695078148403
16,1999,3,Manufacturing - Nondurable goods,114765.9768,1798013.0923,0.06382933321869895
16,1999,3,Mining and logging,9704.5252,1798013.0923,0.005397360698628769
16,1999,3,Other services,69307.3193,1798013.0923,0.03854661548172755
16,1999,3,Professional and business services,240325.9272,1798013.0923,0.13366194508215595
16,1999,3,Retail trade,361469.8048,1798013.0923,0.20103847204895017
16,1999,3,Transportation and warehousing,87419.0019,1798013.0923,0.048619780509036516
16,1999,3,Utilities,27078.7277,1798013.0923,0.015060361804908311
16,1999,3,Wholesale trade,64926.7573,1798013.0923,0.03611028060810523
16,1999,4,Construction,146502.482,1768430.7489,0.08284321118660005
16,1999,4,Education and health services,301515.4179,1768430.7489,0.1704988550371841
16,1999,4,Financial activities,115537.8026,1768430.7489,0.06533351824597422
16,1999,4,Government,78214.2574,1768430.7489,0.04422805781264031
16,1999,4,Information,20185.3778,1768430.7489,0.011414287957023884
16,1999,4,Leisure and hospitality,8965.9587,1768430.7489,0.005070008370741692
16,1999,4,Manufacturing - Durable goods,157579.8969,1768430.7489,0.0891071912191178
16,1999,4,Manufacturing - Nondurable goods,97166.6306,1768430.7489,0.05494511484853994
16,1999,4,Mining and logging,9631.6922,1768430.7489,0.00544646275009135
16,1999,4,Other services,68821.0561,1768430.7489,0.038916455248704594
16,1999,4,Professional and business services,249924.4088,1768430.7489,0.14132552770610785
16,1999,4,Retail trade,332694.7081,1768430.7489,0.18812990461002949
16,1999,4,Transportation and warehousing,91437.6986,1768430.7489,0.0517055579682021
16,1999,4,Utilities,22478.8697,1768430.7489,0.012711195908566007
16,1999,4,Wholesale trade,67774.4915,1768430.7489,0.038324651130476624
16,2000,1,Construction,164014.2432,1695076.9237000002,0.09675917411582186
16,2000,1,Education and health services,292570.5551,1695076.9237000002,0.17260016404528672
16,2000,1,Financial activities,88177.7546,1695076.9237000002,0.05201991329545465
16,2000,1,Government,85313.2124,1695076.9237000002,0.05032999459032161
16,2000,1,Information,16420.9722,1695076.9237000002,0.00968744956078833
16,2000,1,Leisure and hospitality,12798.8172,1695076.9237000002,0.007550581935870406
16,2000,1,Manufacturing - Durable goods,154410.647,1695076.9237000002,0.09109359276920229
16,2000,1,Manufacturing - Nondurable goods,96153.314,1695076.9237000002,0.05672504454259063
16,2000,1,Mining and logging,7301.5202,1695076.9237000002,0.004307486048516489
16,2000,1,Other services,77785.8515,1695076.9237000002,0.045889275237261606
16,2000,1,Professional and business services,217394.0425,1695076.9237000002,0.1282502519269002
16,2000,1,Retail trade,304039.2257,1695076.9237000002,0.179366034336864
16,2000,1,Transportation and warehousing,81039.3703,1695076.9237000002,0.0478086682479919
16,2000,1,Utilities,21392.1251,1695076.9237000002,0.012620150036203339
16,2000,1,Wholesale trade,76265.2727,1695076.9237000002,0.04499221931092589
16,2000,2,Construction,169598.0084,1793279.75,0.09457420594862569
16,2000,2,Education and health services,306932.0065,1793279.75,0.17115679051190982
16,2000,2,Financial activities,108352.0595,1793279.75,0.060421169368582904
16,2000,2,Government,87469.7205,1793279.75,0.04877639448055999
16,2000,2,Information,28913.3176,1793279.75,0.01612314955321388
16,2000,2,Leisure and hospitality,27357.642,1793279.75,0.015255646532561359
16,2000,2,Manufacturing - Durable goods,163919.1208,1793279.75,0.09140744538045445
16,2000,2,Manufacturing - Nondurable goods,80083.6029,1793279.75,0.04465761847809858
16,2000,2,Mining and logging,11502.2058,1793279.75,0.006414061052102997
16,2000,2,Other services,72627.1115,1793279.75,0.040499599407175596
16,2000,2,Professional and business services,219734.3368,1793279.75,0.1225321017537838
16,2000,2,Retail trade,335697.0535,1793279.75,0.18719725882144153
16,2000,2,Transportation and warehousing,73869.8977,1793279.75,0.04119262357141991
16,2000,2,Utilities,23697.1093,1793279.75,0.01321439630375573
16,2000,2,Wholesale trade,83526.5572,1793279.75,0.04657753883631374
16,2000,3,Construction,161573.6691,1792211.225,0.09015325138363643
16,2000,3,Education and health services,270641.946,1792211.225,0.1510100719294401
16,2000,3,Financial activities,118395.3248,1792211.225,0.06606103295664828
16,2000,3,Government,69404.9556,1792211.225,0.03872587931146341
16,2000,3,Information,27935.5332,1792211.225,0.015587187944322801
16,2000,3,Leisure and hospitality,36180.6293,1792211.225,0.020187703768008707
16,2000,3,Manufacturing - Durable goods,199232.2377,1792211.225,0.11116560086269965
16,2000,3,Manufacturing - Nondurable goods,96747.9281,1792211.225,0.053982436194148935
16,2000,3,Mining and logging,6808.3117999999995,1792211.225,0.003798833365749062
16,2000,3,Other services,61485.5753,1792211.225,0.03430710311503601
16,2000,3,Professional and business services,210737.7306,1792211.225,0.11758532011203088
16,2000,3,Retail trade,359475.8397,1792211.225,0.20057671477869468
16,2000,3,Transportation and warehousing,79188.618,1792211.225,0.04418486889010529
16,2000,3,Utilities,18053.0254,1792211.225,0.010073045603204498
16,2000,3,Wholesale trade,76349.9004,1792211.225,0.042600949784811215
16,2000,4,Construction,131598.5377,1773166.8418999999,0.07421666962765236
16,2000,4,Education and health services,269909.9102,1773166.8418999999,0.15221912784630218
16,2000,4,Financial activities,105069.87730000001,1773166.8418999999,0.05925549407827555
16,2000,4,Government,56518.1267,1773166.8418999999,0.03187411661693334
16,2000,4,Information,13738.6607,1773166.8418999999,0.007748092494938957
16,2000,4,Leisure and hospitality,28723.3512,1773166.8418999999,0.016198899348479862
16,2000,4,Manufacturing - Durable goods,196359.2212,1773166.8418999999,0.11073928101971238
16,2000,4,Manufacturing - Nondurable goods,77139.7996,1773166.8418999999,0.04350397141271966
16,2000,4,Mining and logging,14580.1925,1773166.8418999999,0.00822268506012491
16,2000,4,Other services,61263.8525,1773166.8418999999,0.03455052906039795
16,2000,4,Professional and business services,232124.538,1773166.8418999999,0.13090958646128967
16,2000,4,Retail trade,379307.9387,1773166.8418999999,0.2139155378596864
16,2000,4,Transportation and warehousing,77958.9847,1773166.8418999999,0.04396596127212975
16,2000,4,Utilities,31596.3667,1773166.8418999999,0.017819172992285134
16,2000,4,Wholesale trade,97277.4842,1773166.8418999999,0.05486087484907193
16,2001,1,Construction,144485.4313,1765823.1999000001,0.08182327160962792
16,2001,1,Education and health services,317102.3423,1765823.1999000001,0.17957762833672009
16,2001,1,Financial activities,79249.7634,1765823.1999000001,0.044879783777044026
16,2001,1,Government,65874.3746,1765823.1999000001,0.03730519261709242
16,2001,1,Information,17200.624499999998,1765823.1999000001,0.00974085316184207
16,2001,1,Leisure and hospitality,21861.4392,1765823.1999000001,0.012380310328484771
16,2001,1,Manufacturing - Durable goods,170553.5019,1765823.1999000001,0.09658583141826349
16,2001,1,Manufacturing - Nondurable goods,66023.7061,1765823.1999000001,0.03738976025671141
16,2001,1,Mining and logging,7029.3696,1765823.1999000001,0.003980789016928806
16,2001,1,Other services,64484.4583,1765823.1999000001,0.03651807174333863
16,2001,1,Professional and business services,257185.7051,1765823.1999000001,0.14564635073010967
16,2001,1,Retail trade,379543.3949,1765823.1999000001,0.21493850285888974
16,2001,1,Transportation and warehousing,61106.8932,1765823.1999000001,0.03460532923310812
16,2001,1,Utilities,32885.1764,1765823.1999000001,0.01862314211403628
16,2001,1,Wholesale trade,81237.0191,1765823.1999000001,0.046005182797802475
16,2001,2,Construction,166912.3298,1839713.0325,0.09072737261266317
16,2001,2,Education and health services,312945.3829,1839713.0325,0.17010554220770843
16,2001,2,Financial activities,103189.6914,1839713.0325,0.05609010186755852
16,2001,2,Government,110089.4583,1839713.0325,0.059840560106484975
16,2001,2,Information,23770.6274,1839713.0325,0.01292083438018478
16,2001,2,Leisure and hospitality,30617.7719,1839713.0325,0.01664268902764323
16,2001,2,Manufacturing - Durable goods,168210.1871,1839713.0325,0.09143283986601862
16,2001,2,Manufacturing - Nondurable goods,80124.9644,1839713.0325,0.04355296885140699
16,2001,2,Mining and logging,5299.7338,1839713.0325,0.002880739390533181
16,2001,2,Other services,71504.9971,1839713.0325,0.03886747326175719
16,2001,2,Professional and business services,236905.2863,1839713.0325,0.12877295649640946
16,2001,2,Retail trade,349263.7692,1839713.0325,0.1898468745016079
16,2001,2,Transportation and warehousing,58612.1671,1839713.0325,0.031859407453537186
16,2001,2,Utilities,32799.3629,1839713.0325,0.017828521253354768
16,2001,2,Wholesale trade,89467.3029,1839713.0325,0.04863111872313162
16,2001,3,Construction,195618.5666,1837196.7464,0.10647665634250439
16,2001,3,Education and health services,317539.4601,1837196.7464,0.17283911520212564
16,2001,3,Financial activities,115033.1196,1837196.7464,0.06261339174773099
16,2001,3,Government,103804.2187,1837196.7464,0.05650141657577235
16,2001,3,Information,27614.6345,1837196.7464,0.015030853148478011
16,2001,3,Leisure and hospitality,30700.8344,1837196.7464,0.016710694954233128
16,2001,3,Manufacturing - Durable goods,141578.5647,1837196.7464,0.07706227706826946
16,2001,3,Manufacturing - Nondurable goods,85225.7255,1837196.7464,0.046389003065131926
16,2001,3,Mining and logging,10047.3247,1837196.7464,0.0054688343639230814
16,2001,3,Other services,82567.0875,1837196.7464,0.04494188641569869
16,2001,3,Professional and business services,221758.3434,1837196.7464,0.12070473335778384
16,2001,3,Retail trade,342768.7671,1837196.7464,0.18657161666090352
16,2001,3,Transportation and warehousing,70105.3585,1837196.7464,0.03815887364125369
16,2001,3,Utilities,20240.239,1837196.7464,0.011016914241580763
16,2001,3,Wholesale trade,72594.5021,1837196.7464,0.039513733214610484
16,2001,4,Construction,175762.1187,1800861.839,0.0975988912051126
16,2001,4,Education and health services,309912.1527,1800861.839,0.17209102108137903
16,2001,4,Financial activities,114666.385,1800861.839,0.06367306059618269
16,2001,4,Government,76607.9221,1800861.839,0.04253958879074232
16,2001,4,Information,26464.7188,1800861.839,0.014695585317469765
16,2001,4,Leisure and hospitality,32703.4136,1800861.839,0.018159868176317106
16,2001,4,Manufacturing - Durable goods,138587.037,1800861.839,0.07695595186633306
16,2001,4,Manufacturing - Nondurable goods,98503.4905,1800861.839,0.05469797203026856
16,2001,4,Mining and logging,12147.0856,1800861.839,0.006745151314186963
16,2001,4,Other services,65151.2101,1800861.839,0.03617779481416398
16,2001,4,Professional and business services,226214.6999,1800861.839,0.12561468903445402
16,2001,4,Retail trade,359751.8664,1800861.839,0.1997664999108241
16,2001,4,Transportation and warehousing,73993.6341,1800861.839,0.041087901635523526
16,2001,4,Utilities,25543.004,1800861.839,0.014183766598210426
16,2001,4,Wholesale trade,64853.1005,1800861.839,0.0360122576288319
16,2002,1,Construction,132364.9684,1781356.7038,0.07430570649754668
16,2002,1,Education and health services,332277.5821,1781356.7038,0.18653062656748287
16,2002,1,Financial activities,91083.3021,1781356.7038,0.0511314224184862
16,2002,1,Government,73928.1028,1781356.7038,0.04150101023691446
16,2002,1,Information,8882.2215,1781356.7038,0.004986211622328305
16,2002,1,Leisure and hospitality,23451.6666,1781356.7038,0.013165059277556693
16,2002,1,Manufacturing - Durable goods,135882.1071,1781356.7038,0.0762801222293859
16,2002,1,Manufacturing - Nondurable goods,89594.1572,1781356.7038,0.050295461323875926
16,2002,1,Mining and logging,7046.1139,1781356.7038,0.0039554761182694015
16,2002,1,Other services,68150.0979,1781356.7038,0.03825741231647869
16,2002,1,Professional and business services,230987.8176,1781356.7038,0.12966960357083762
16,2002,1,Retail trade,411938.7604,1781356.7038,0.23125001271292267
16,2002,1,Transportation and warehousing,75391.6723,1781356.7038,0.04232261407228214
16,2002,1,Utilities,31756.593399999998,1781356.7038,0.017827195043113295
16,2002,1,Wholesale trade,68621.5405,1781356.7038,0.03852206599251916
16,2002,2,Construction,173950.6333,1816011.6089,0.0957871813415146
16,2002,2,Education and health services,341158.6547,1816011.6089,0.18786149440236655
16,2002,2,Financial activities,76330.1884,1816011.6089,0.04203177337959582
16,2002,2,Government,82225.0873,1816011.6089,0.04527784233152872
16,2002,2,Information,23956.6501,1816011.6089,0.013191903610413091
16,2002,2,Leisure and hospitality,19054.5289,1816011.6089,0.01049251491929711
16,2002,2,Manufacturing - Durable goods,138289.5923,1816011.6089,0.0761501697578713
16,2002,2,Manufacturing - Nondurable goods,98686.2842,1816011.6089,0.05434232012414091
16,2002,2,Mining and logging,3483.9474,1816011.6089,0.0019184609739969155
16,2002,2,Other services,60056.9665,1816011.6089,0.033070805387845445
16,2002,2,Professional and business services,234739.32,1816011.6089,0.12926091377917293
16,2002,2,Retail trade,380278.9942,1816011.6089,0.20940339386395426
16,2002,2,Transportation and warehousing,82894.0599,1816011.6089,0.04564621695904842
16,2002,2,Utilities,23357.7278,1816011.6089,0.012862102690052907
16,2002,2,Wholesale trade,77548.9739,1816011.6089,0.04270290647920097
16,2002,3,Construction,213436.2756,1836139.1049000002,0.11624188768182908
16,2002,3,Education and health services,331619.1554,1836139.1049000002,0.18060677130345232
16,2002,3,Financial activities,62793.7014,1836139.1049000002,0.03419877134168431
16,2002,3,Government,95430.7528,1836139.1049000002,0.05197359641506974
16,2002,3,Information,30471.7617,1836139.1049000002,0.016595562731974794
