OCC2010,abstract,routine,manual,rti
8500,3.216666666666667,2.49,3.555,-1.5244179794613726
8510,3.043333333333333,2.075,3.535,-1.645705551604642
8520,3.5216666666666665,3.2225,3.6375,-1.3809324449444302
8530,2.2433333333333336,3.53,3.855,-0.8960359910586143
8540,2.3433333333333333,3.425,3.55,-0.8874205489275996
8550,2.981666666666667,2.994166666666667,3.628333333333333,-1.2859074934901815
8600,3.3086666666666664,3.248,3.269,-1.1976185392696457
8610,3.44,3.525,3.61,-1.2592988074658646
8620,3.43,3.25,3.775,-1.3823056475371904
8630,3.016666666666667,3.8625,3.4925,-0.9973454842511748
8640,3.045,3.5825,3.5675,-1.111514041707843
8650,3.071111111111111,3.7083333333333335,4.123333333333334,-1.2069201374904523
8710,2.6633333333333336,3.2775000000000003,3.6975,-1.11318203716844
8720,3.01,4.0,3.37,-0.930558462005164
8730,2.893333333333333,3.46,4.005,-1.2086842314548385
8740,2.936666666666667,3.38,3.26,-1.0411266371636674
8750,2.8916666666666666,2.685,3.1225,-1.2085138986322268
8760,3.2322222222222217,3.2883333333333327,3.293333333333333,-1.1751566415085608
8800,3.1300000000000003,4.285,3.94,-1.0570931758121611
8810,2.69,2.7225,3.375,-1.2016256630972206
8830,2.8366666666666664,2.51,2.5,-1.0386376326476356
8840,2.9966666666666666,3.64,3.295,-0.9979230461212404
8850,2.5,3.825,4.315,-1.036829589131047
8860,2.733333333333333,3.34,3.785,-1.1305969455029008
8900,2.81,3.805,3.52,-0.9553294816420108
8910,3.3000000000000003,3.02,3.555,-1.3570207003408603
8920,2.9783333333333335,3.185,3.79875,-1.2593448353756345
8930,2.83,3.770000000000001,3.505,-0.9673922306817802
8940,3.01,3.71,4.145,-1.2128109907286986
8950,2.6,3.54,3.86,-1.042051901358493
8965,2.881515151515152,3.431818181818181,3.807272727272727,-1.158128289171666
9000,3.403333333333333,3.1625,3.1075,-1.195507856675955
9030,3.755,3.255,4.4325,-1.6363359926028973
9040,3.421666666666667,3.3825,3.38,-1.2072405404675208
9050,2.806666666666666,3.115,2.35,-0.7501837155027765
9110,3.376666666666667,2.725,4.07,-1.6180636009317786
9120,2.7528571428571427,2.9292857142857143,4.391428571428572,-1.414634305482656
9130,2.65,3.16,4.471666666666667,-1.3189294803995966
9140,2.7528571428571427,2.9292857142857143,4.391428571428572,-1.414634305482656
9150,2.7528571428571427,2.9292857142857143,4.391428571428572,-1.414634305482656
9200,3.18,2.9275,4.45,-1.5797129148112217
9230,2.773333333333333,3.1950000000000003,4.09,-1.2670078483902196
9240,2.5066666666666664,3.2750000000000004,2.9450000000000003,-0.8127447973099735
9300,3.233333333333333,3.225,4.109999999999999,-1.4160036751016347
9310,2.93,3.1125,4.265,-1.3866195242028097
9330,3.473333333333333,3.205,4.18,-1.5107139038211428
9340,2.07,2.895,3.075,-0.7878683975108005
9350,2.36,2.7,3.745,-1.1858314629964182
9360,2.9766666666666666,2.415,4.29,-1.6653915520556877
9410,3.19,2.8716666666666666,3.2883333333333336,-1.2672582467887503
9415,1.95,1.895,2.66,-1.0069366568348737
9500,2.893333333333333,3.79,4.0600000000000005,-1.1312261945234554
9510,3.02,3.365,4.255,-1.3399236303154247
9520,2.766666666666667,2.38,3.945,-1.522991692748897
9560,2.92,3.845,4.505,-1.229997904382884
9600,3.0966666666666662,3.305,4.62,-1.4652844959476352
9610,2.796666666666667,2.535,3.95,-1.471950173680889
9620,2.5599999999999996,3.275,3.865,-1.1124719014215256
9630,2.08,3.645000000000001,3.345,-0.6464782218327968
9640,3.023333333333333,3.455,3.285,-1.055904170175876
9650,3.404444444444444,3.315,3.966666666666667,-1.4058304574264764
9720,1.5133333333333334,3.095,4.24,-0.7290900864924539
9730,3.526666666666667,4.005,4.23,-1.3150115502999078
9740,3.526666666666667,4.005,4.23,-1.3150115502999078
9750,3.526666666666667,4.005,4.23,-1.3150115502999078
9800,,,,
9810,,,,
9820,,,,
