OCC2010,abstract,routine,manual,rti
735,4.476666666666667,2.0125,1.5325,-1.2244037518615278
740,3.7166666666666663,1.9324999999999999,1.7525,-1.1955552093865482
800,3.7266666666666666,2.465,1.62,-0.8957485208084828
810,3.838333333333333,2.2300000000000004,2.3825,-1.4108726490571808
820,3.4599999999999995,2.81,2.495,-1.1223728349274604
830,3.6833333333333336,2.575,1.4500000000000002,-0.7295321616124361
840,3.858333333333333,2.215,1.715,-1.0655998845281542
850,4.1000000000000005,2.08,1.31,-0.9486462172100958
860,3.6166666666666663,2.35,2.12,-1.1825535518462127
900,3.543333333333333,1.96,1.42,-0.9427803020564904
910,3.52,2.545,2.3925,-1.1967830692736
930,3.466666666666667,2.7150000000000003,2.04,-0.9573513719494434
940,3.466666666666667,2.62,1.845,-0.8924984771987022
950,4.048333333333333,2.3125,1.845,-1.1403079697785026
1005,3.890579710144927,2.415217391304348,2.188043478260869,-1.2513154620939393
1006,3.890579710144927,2.415217391304348,2.188043478260869,-1.2513154620939393
1007,3.890579710144927,2.415217391304348,2.188043478260869,-1.2513154620939393
1010,3.890579710144927,2.415217391304348,2.188043478260869,-1.2513154620939393
1030,3.890579710144927,2.415217391304348,2.188043478260869,-1.2513154620939393
1050,3.890579710144927,2.415217391304348,2.188043478260869,-1.2513154620939393
1060,3.890579710144927,2.415217391304348,2.188043478260869,-1.2513154620939393
1105,3.890579710144927,2.415217391304348,2.188043478260869,-1.2513154620939393
1106,3.890579710144927,2.415217391304348,2.188043478260869,-1.2513154620939393
1107,3.890579710144927,2.415217391304348,2.188043478260869,-1.2513154620939393
1200,4.086666666666667,2.165,1.4300000000000002,-0.9929837246573184
1210,4.4,1.7000000000000002,1.375,-1.269430020980579
1220,4.336666666666667,1.715,1.56,-1.3723787444998463
1230,4.338333333333333,1.9849999999999999,1.705,-1.3143830745063736
1240,4.31,2.12,1.6749999999999998,-1.2253349807087648
1300,3.831666666666667,1.915,2.265,-1.5163523736030695
1310,3.851111111111111,2.4883333333333333,3.25,-1.6158631998809505
1320,4.283333333333333,1.825,1.94,-1.515839508713901
1330,4.23,2.4,2.6,-1.522244700731723
1340,4.216666666666667,2.085,2.37,-1.5671660264016944
1350,3.883333333333333,1.89,1.7799999999999998,-1.2967304265760426
1360,3.762222222222222,2.025,1.9916666666666665,-1.3060287646413953
1400,4.156666666666667,2.215,1.98,-1.3125579122331803
1410,3.947777777777778,2.4633333333333334,2.3349999999999995,-1.332140634223991
1420,3.95,2.11,2.2,-1.4154849917893255
1430,3.85,2.2533333333333334,2.16,-1.3075443829838285
1440,3.7466666666666666,2.525,2.89,-1.4558819951944528
1450,4.126666666666666,2.025,2.165,-1.484320639484291
1460,4.022222222222222,2.186666666666667,2.3983333333333334,-1.478036775670941
1500,3.973333333333333,2.58,2.165,-1.204236335490021
1510,4.046666666666667,2.23,1.955,-1.2662821049285444
1520,4.1433333333333335,2.2,1.815,-1.229128724207054
1530,3.888333333333333,2.17125,2.25375,-1.3909460942578074
1540,3.387777777777778,2.4600000000000004,2.35,-1.171210476533459
1550,3.517222222222222,2.7404166666666665,3.184583333333333,-1.4053592535638617
1560,3.266666666666667,2.825,3.105,-1.2782754477954543
