STATEFIP,YEAR,QUARTER,bartik_shock
11,1999,3,0.03261629913958604
11,1999,4,0.03219071853106355
11,2000,1,0.030886413116362945
11,2000,2,0.028340549123916904
11,2000,3,0.025411502745772797
11,2000,4,0.02021943021374597
11,2001,1,0.016360291767059606
11,2001,2,0.008386161150150943
11,2001,3,0.005540023170985812
11,2001,4,-0.0010639430470225659
11,2002,1,-0.007003432912807233
11,2002,2,-0.004359641802777198
11,2002,3,-0.0031026067467119847
11,2002,4,0.0022277726753184733
11,2003,1,0.004193211853973223
11,2003,2,0.00372614980855346
11,2003,3,0.003000173394451987
11,2003,4,0.005123715250427076
11,2004,1,0.009322341259159933
11,2004,2,0.015246191137844778
11,2004,3,0.016871827683528202
11,2004,4,0.018740020653859393
11,2005,1,0.019656929452418894
11,2005,2,0.0184631028877608
11,2005,3,0.02270482724738884
11,2005,4,0.022932584499024005
11,2006,1,0.024769431062098255
11,2006,2,0.02274309834306749
11,2006,3,0.020160579652757825
11,2006,4,0.0195905157231123
11,2007,1,0.01839104718917059
11,2007,2,0.016132461113154528
11,2007,3,0.013953178163260447
11,2007,4,0.013215623155633667
11,2008,1,0.009167711573619218
11,2008,2,0.002628579985815999
11,2008,3,-0.002266805012277051
11,2008,4,-0.015425818608745343
11,2009,1,-0.031155514392921677
11,2009,2,-0.04110140894041344
11,2009,3,-0.04036552883931196
11,2009,4,-0.033440181371524005
11,2010,1,-0.016845945678961805
11,2010,2,-0.0007810019603705994
11,2010,3,0.005328973815507855
11,2010,4,0.00884016870539891
11,2011,1,0.012893611621979013
11,2011,2,0.012982673849305168
11,2011,3,0.015062100675174864
11,2011,4,0.016443155791292793
11,2012,1,0.01914537636825259
11,2012,2,0.016829503074957255
11,2012,3,0.01742466408688448
11,2012,4,0.017783119959576665
11,2013,1,0.015604306271923
11,2013,2,0.016956977366566463
11,2013,3,0.01877207436454882
11,2013,4,0.018916212832179438
11,2014,1,0.017180150452369033
11,2014,2,0.017652384081447543
11,2014,3,0.020111349881479973
11,2014,4,0.02063878062192806
11,2015,1,0.022586128074412647
11,2015,2,0.022723491188605803
11,2015,3,0.022830373927267247
11,2015,4,0.022048930244378425
11,2016,1,0.02168629079204551
11,2016,2,0.020257854440110516
11,2016,3,0.02032166985001215
11,2016,4,0.018546440550028163
11,2017,1,0.018485492272649937
11,2017,2,0.018045960606595537
11,2017,3,0.016236983153228128
11,2017,4,0.015130174678594406
11,2018,1,0.014755966425722872
11,2018,2,0.016589577156785953
11,2018,3,0.016827578875222463
11,2018,4,0.01624241399870422
11,2019,1,0.013951821742643741
11,2019,2,0.01362084433275859
11,2019,3,0.013706175154159457
11,2019,4,0.01436762313210416
11,2020,1,0.012688382373921309
11,2020,2,-0.08375050760412471
11,2020,3,-0.052630440456287404
11,2020,4,-0.04226837202328249
11,2021,1,-0.03469996859877025
11,2021,2,0.06708970356395005
11,2021,3,0.04220166151581661
11,2021,4,0.04267263510397404
11,2022,1,0.04225042491759292
11,2022,2,0.04044383247498792
11,2022,3,0.03830372451072358
11,2022,4,0.030111239689989838
11,2023,1,0.025110162366238066
11,2023,2,0.021946273162259108
11,2023,3,0.016933797891878072
11,2023,4,0.013609219990247045
11,2024,1,0.013157898652794348
11,2024,2,0.012840565618941664
11,2024,3,0.009788840470206258
11,2024,4,0.009521628107566443
11,2025,1,0.008288967756041538
11,2025,2,0.0065141239420547165
11,2025,3,0.0053450543697666
11,2025,4,0.0021999700549268546
12,1977,1,0.034964082998883754
12,1977,2,0.0424517160699979
12,1977,3,0.04977800240830871
12,1977,4,0.05389987610231797
12,1978,1,0.050809089762638766
12,1978,2,0.05425395856740326
12,1978,3,0.05380478318716259
12,1978,4,0.05350573315132554
12,1979,1,0.052224449060275374
12,1979,2,0.04118453374534607
12,1979,3,0.036967953549259455
12,1979,4,0.031223997126794276
12,1980,1,0.025921466906742352
12,1980,2,0.010518270796809035
12,1980,3,0.0014811861935640721
12,1980,4,0.0012157321434472356
12,1981,1,0.003282800147562239
12,1981,2,0.015655400506996077
12,1981,3,0.018406643704956222
12,1981,4,0.007824100421579756
12,1982,1,-0.005554589570525422
12,1982,2,-0.013886356711469556
12,1982,3,-0.02219801629830726
12,1982,4,-0.023075916695866512
12,1983,1,-0.0071973095464009495
12,1983,2,0.00272487052675494
12,1983,3,0.021156397861626403
12,1983,4,0.04145358977751664
12,1984,1,0.050698214150944776
12,1984,2,0.057949561803081966
12,1984,3,0.05495848575185972
12,1984,4,0.05264128568351628
12,1985,1,0.04398002690953423
12,1985,2,0.040304660318514096
12,1985,3,0.037896659559435206
12,1985,4,0.034828942389993275
12,1986,1,0.030061111007325853
12,1986,2,0.02425985954095363
12,1986,3,0.02375366288502595
12,1986,4,0.022827398841365733
12,1987,1,0.024008901329344082
12,1987,2,0.029465441332033163
12,1987,3,0.031768950898309244
12,1987,4,0.03331368401597041
12,1988,1,0.034244521585846406
12,1988,2,0.03417943631668977
12,1988,3,0.03492667715768338
12,1988,4,0.033579671169532394
12,1989,1,0.036012214772262435
12,1989,2,0.030829067650174465
12,1989,3,0.026888586182817645
12,1989,4,0.023257964355249343
12,1990,1,0.020088094419717806
12,1990,2,0.01666862343071055
12,1990,3,0.009388252586144213
12,1990,4,0.0033388254145092383
12,1991,1,-0.0072361447271730335
12,1991,2,-0.013201895676638077
12,1991,3,-0.013052488168677292
12,1991,4,-0.009493103495390055
12,1992,1,-0.004527949996019904
12,1992,2,0.0027125604970168844
12,1992,3,0.005220255901815139
12,1992,4,0.009721497662611763
12,1993,1,0.016904139425728448
12,1993,2,0.019528003460269998
12,1993,3,0.02658291462404718
12,1993,4,0.029129105127350407
12,1994,1,0.030854307490130847
12,1994,2,0.03586633387533155
12,1994,3,0.03791179651516388
12,1994,4,0.04027610588471615
12,1995,1,0.038304881009603164
12,1995,2,0.03132674967763245
12,1995,3,0.0261526668789489
12,1995,4,0.02411157110281902
12,1996,1,0.021241982212770984
12,1996,2,0.024976446544844797
12,1996,3,0.027465129413866193
12,1996,4,0.026905704240242478
12,1997,1,0.030648344732350334
12,1997,2,0.03054802655918077
12,1997,3,0.02806173709262919
12,1997,4,0.030788391405668414
12,1998,1,0.03213950727981676
12,1998,2,0.029745877174899994
12,1998,3,0.02861753256491703
12,1998,4,0.028038876286943345
12,1999,1,0.029049974714417
12,1999,2,0.028743237594458435
12,1999,3,0.02937287957921301
12,1999,4,0.027928172438158077
12,2000,1,0.02502133992717247
12,2000,2,0.02350383656305411
12,2000,3,0.018980546987003726
12,2000,4,0.014250905739506157
12,2001,1,0.010773185289687733
12,2001,2,0.005927626469104583
12,2001,3,-0.0005230927532248542
12,2001,4,-0.007998840311379526
12,2002,1,-0.013498365574308065
12,2002,2,-0.013759822702311995
12,2002,3,-0.010077220355134359
12,2002,4,-0.004656688913868719
12,2003,1,-0.0009359603515958591
12,2003,2,0.00045203526032142256
12,2003,3,0.0017901127491750256
12,2003,4,0.0037731997818616168
12,2004,1,0.0064715445244169474
12,2004,2,0.01182667093831234
12,2004,3,0.01339043106974109
12,2004,4,0.014967488043015913
12,2005,1,0.01788426583005472
12,2005,2,0.016389796239981488
12,2005,3,0.020737345864728793
12,2005,4,0.021362713954145473
12,2006,1,0.022771000180141797
12,2006,2,0.020956451660681552
12,2006,3,0.017938305617110625
12,2006,4,0.01533249762333906
12,2007,1,0.013588913028963565
12,2007,2,0.01293571706995644
12,2007,3,0.009765561285085893
12,2007,4,0.01003087234273242
12,2008,1,0.00481171454138671
12,2008,2,-0.002189253032601387
12,2008,3,-0.009550941068903489
12,2008,4,-0.0223096168649559
12,2009,1,-0.03952330252582991
12,2009,2,-0.05047982715230695
12,2009,3,-0.05246632423431404
12,2009,4,-0.04213666424746515
12,2010,1,-0.02636709042333598
12,2010,2,-0.009598552126581342
12,2010,3,-0.001334784441522738
12,2010,4,0.0074774203747964025
12,2011,1,0.010323917508776145
12,2011,2,0.014987577179119964
12,2011,3,0.01766094659928154
12,2011,4,0.016391084809989253
12,2012,1,0.019164987937767764
12,2012,2,0.016666177364001594
12,2012,3,0.015808522964965172
12,2012,4,0.01574581179487797
12,2013,1,0.01530443119365215
12,2013,2,0.016428664164161735
12,2013,3,0.01787337482200525
12,2013,4,0.02025336488221664
12,2014,1,0.020183820646664748
12,2014,2,0.02072634698555497
12,2014,3,0.021352528104215913
12,2014,4,0.02483172286737141
12,2015,1,0.027544027429764067
12,2015,2,0.026255861435919934
12,2015,3,0.023722438041451688
12,2015,4,0.022117160302979652
12,2016,1,0.0207352775538644
12,2016,2,0.019240468000883228
12,2016,3,0.020920057556055083
12,2016,4,0.01715450459618381
12,2017,1,0.015992971725844803
12,2017,2,0.015004501593551198
12,2017,3,0.015607659964013169
12,2017,4,0.014390960589299293
12,2018,1,0.015746126752853196
12,2018,2,0.017242685578935154
12,2018,3,0.016232470348457553
12,2018,4,0.017004612217821787
12,2019,1,0.014336913198903825
12,2019,2,0.014825131197967472
12,2019,3,0.013153269706501073
12,2019,4,0.012284576964453503
12,2020,1,0.01082235880713175
12,2020,2,-0.09018162307327211
12,2020,3,-0.05220392730546579
12,2020,4,-0.040245221735717644
12,2021,1,-0.03569783594505488
12,2021,2,0.0745058980540368
12,2021,3,0.039012705028032356
12,2021,4,0.038697732781057176
12,2022,1,0.04302360694454771
12,2022,2,0.04073046374651258
12,2022,3,0.03830875682237461
12,2022,4,0.030852750607348413
12,2023,1,0.022586759525721613
12,2023,2,0.02015781598895099
12,2023,3,0.013923056734822827
12,2023,4,0.01162625915441218
12,2024,1,0.012914608494583512
12,2024,2,0.014908367390771712
12,2024,3,0.011059238232624186
12,2024,4,0.00793809576444099
12,2025,1,0.006872624012700291
12,2025,2,0.007072408228916389
12,2025,3,0.006124608902651218
12,2025,4,0.004391512910790652
13,1977,1,0.030464956597753858
13,1977,2,0.037679077612722496
13,1977,3,0.0443950679384864
13,1977,4,0.05211936166604683
13,1978,1,0.05146216722061168
13,1978,2,0.05440947358503423
13,1978,3,0.055218173211646945
13,1978,4,0.05181767779057979
13,1979,1,0.049525308805266656
13,1979,2,0.04030249260651647
13,1979,3,0.03348131099793316
13,1979,4,0.027506907002667665
13,1980,1,0.021263131328905685
13,1980,2,0.005838749384621718
13,1980,3,-0.0024792793066031635
13,1980,4,0.0016286923597873153
13,1981,1,0.0038469270856064837
13,1981,2,0.013914701040138915
13,1981,3,0.01809087227822396
13,1981,4,0.0064625838504206575
13,1982,1,-0.0059018327302412564
13,1982,2,-0.015130354383577802
13,1982,3,-0.02232607112133059
13,1982,4,-0.023620996182168504
13,1983,1,-0.013902968530762965
13,1983,2,-0.00030498924316948127
13,1983,3,0.019287535613294063
13,1983,4,0.039273190697460686
13,1984,1,0.051818039660821866
13,1984,2,0.05450350855346526
13,1984,3,0.050882605212496615
13,1984,4,0.04611103757200536
13,1985,1,0.03903611545840101
13,1985,2,0.035196409474416844
13,1985,3,0.030337010215860674
13,1985,4,0.028895090546219814
13,1986,1,0.024731674796403477
13,1986,2,0.020523914260074338
13,1986,3,0.02193773949059014
13,1986,4,0.021478679440349646
13,1987,1,0.02391714135374745
13,1987,2,0.028070548088668015
13,1987,3,0.030799818427350054
13,1987,4,0.03445977872674441
13,1988,1,0.03526114312633654
13,1988,2,0.034386083517093144
13,1988,3,0.03236503169815953
13,1988,4,0.03160374093022931
13,1989,1,0.030533013517504353
13,1989,2,0.028085475378877588
13,1989,3,0.024704422683855063
13,1989,4,0.01998751464828101
13,1990,1,0.01996000999893943
13,1990,2,0.014594067277393397
13,1990,3,0.009421600702540002
13,1990,4,0.0031827345029870474
13,1991,1,-0.005768356535374558
13,1991,2,-0.013269612118852601
13,1991,3,-0.010565463287504682
13,1991,4,-0.008251325668237384
13,1992,1,-0.004669175386189485
13,1992,2,0.0027266443039299596
13,1992,3,0.005085415491378245
13,1992,4,0.00810659729896357
13,1993,1,0.015953766153671743
13,1993,2,0.01814123452233656
13,1993,3,0.022016010234589538
13,1993,4,0.026414472752540084
13,1994,1,0.027976883025017517
13,1994,2,0.03239544931892682
13,1994,3,0.035369721313410846
13,1994,4,0.037245854762533996
13,1995,1,0.03798481967373355
13,1995,2,0.030659272731036698
13,1995,3,0.024609813313744646
13,1995,4,0.018952176934839287
13,1996,1,0.01709839485863178
13,1996,2,0.021040897117378863
13,1996,3,0.022408410032694587
13,1996,4,0.02424078785833087
13,1997,1,0.02619369020581378
13,1997,2,0.026573577555536087
13,1997,3,0.02641288118895423
13,1997,4,0.028236394190532046
13,1998,1,0.028120949770128002
13,1998,2,0.026657952694215885
13,1998,3,0.02759844124195286
13,1998,4,0.02442471068554446
13,1999,1,0.02381054357953943
13,1999,2,0.02431574094920292
13,1999,3,0.023381527759307335
13,1999,4,0.02392316118265451
13,2000,1,0.024369166035655275
13,2000,2,0.02220380414059306
13,2000,3,0.018215130852274043
13,2000,4,0.014178907474162086
13,2001,1,0.010761653581573159
13,2001,2,0.0029282129506124563
13,2001,3,-0.006252442567097626
13,2001,4,-0.014573280977783206
13,2002,1,-0.021485792656856254
13,2002,2,-0.017668422185931665
13,2002,3,-0.014929167244691266
13,2002,4,-0.008265630993344661
13,2003,1,-0.005895608331313321
13,2003,2,-0.0062669518143388505
13,2003,3,-0.003569930233611481
13,2003,4,-7.360536769246133e-05
13,2004,1,0.00475162658678734
13,2004,2,0.012266492260427777
13,2004,3,0.013816817424847206
13,2004,4,0.016402378669455035
13,2005,1,0.0172483737032989
13,2005,2,0.017875429337138288
13,2005,3,0.021676664176536208
13,2005,4,0.020974939779793898
13,2006,1,0.02202140846486955
13,2006,2,0.019073773064194194
13,2006,3,0.016764217490003255
13,2006,4,0.014774822742951776
13,2007,1,0.010949851511746378
13,2007,2,0.01033884272325262
13,2007,3,0.008515409044982186
13,2007,4,0.006032472975592639
13,2008,1,0.0031316184493546066
13,2008,2,-0.005065701170314193
13,2008,3,-0.011042764194986867
13,2008,4,-0.022754050987629146
13,2009,1,-0.042508588206108054
13,2009,2,-0.054233047051550104
13,2009,3,-0.05913431026605757
13,2009,4,-0.04777932316165806
13,2010,1,-0.03158870068434351
13,2010,2,-0.010705054336747653
13,2010,3,-0.001362438165177028
13,2010,4,0.008702312609076937
13,2011,1,0.012605691441886023
13,2011,2,0.013863356452949232
13,2011,3,0.016709597893412934
13,2011,4,0.016867737175847265
13,2012,1,0.020881713209059745
13,2012,2,0.01953605737344087
13,2012,3,0.016969745634142296
13,2012,4,0.017891201206148365
13,2013,1,0.016761538899423094
13,2013,2,0.01755936759232321
13,2013,3,0.018932885462297783
13,2013,4,0.019846288367489393
13,2014,1,0.018851681945562755
13,2014,2,0.020375016374628383
13,2014,3,0.023892668032206195
13,2014,4,0.023725372510363302
13,2015,1,0.02469183326661624
13,2015,2,0.02337316572060189
13,2015,3,0.022028348614491513
13,2015,4,0.02107730114632908
13,2016,1,0.021434722986574138
13,2016,2,0.018348852115207134
13,2016,3,0.018474407411281556
13,2016,4,0.01737354583103857
13,2017,1,0.016344884784596156
13,2017,2,0.01695584202074903
13,2017,3,0.014884146120635785
13,2017,4,0.014424056252478678
13,2018,1,0.014340021567521608
13,2018,2,0.017838336943656587
13,2018,3,0.017616049592378776
13,2018,4,0.01800790109363634
13,2019,1,0.017270564472840935
13,2019,2,0.012790692852396833
13,2019,3,0.01370093470628303
13,2019,4,0.011258702549306242
13,2020,1,0.01039433157965342
13,2020,2,-0.0913159029343352
13,2020,3,-0.05104005926628831
13,2020,4,-0.03802700872897799
13,2021,1,-0.03365307942002278
13,2021,2,0.07769441292479631
13,2021,3,0.042258189731972685
13,2021,4,0.041668001444474745
13,2022,1,0.04222391197781146
13,2022,2,0.04253380065428136
13,2022,3,0.038181155171372334
13,2022,4,0.02978875862423048
13,2023,1,0.023971911308116954
13,2023,2,0.019551891461087493
13,2023,3,0.014967351341144554
13,2023,4,0.0119570754600885
13,2024,1,0.011548904909269941
13,2024,2,0.010554625209656788
13,2024,3,0.009302157800495215
13,2024,4,0.009634170542847483
13,2025,1,0.00838433702398571
13,2025,2,0.0045599019215064075
13,2025,3,0.004084613034720496
13,2025,4,0.0027127294495279874
15,1977,1,0.032114992009773594
15,1977,2,0.03814955098748975
15,1977,3,0.04763535343234597
15,1977,4,0.05508430782034325
15,1978,1,0.05359214169048314
15,1978,2,0.057726587176391016
15,1978,3,0.056636263602808955
15,1978,4,0.05504221247617047
15,1979,1,0.050294198609854436
15,1979,2,0.039948555620099795
15,1979,3,0.035257189028312236
15,1979,4,0.03153146575427381
15,1980,1,0.025319774390926326
15,1980,2,0.014611768327503858
15,1980,3,0.006145248002367603
15,1980,4,0.00827953540544233
15,1981,1,0.011164215245100991
15,1981,2,0.018002250074954197
15,1981,3,0.019607990087973613
15,1981,4,0.009741762285383466
15,1982,1,0.0019148932673596945
15,1982,2,-0.004522551111583455
15,1982,3,-0.011081590218528272
15,1982,4,-0.010769191837960799
15,1983,1,-0.004083522018704799
15,1983,2,0.006696225519934533
15,1983,3,0.02310930853165826
15,1983,4,0.04020943740274827
15,1984,1,0.04999774593004945
15,1984,2,0.05402855434947545
15,1984,3,0.05259234055605699
15,1984,4,0.04969275196826888
15,1985,1,0.04447354852492263
15,1985,2,0.04212656139055947
15,1985,3,0.038490953590949284
15,1985,4,0.03583409873709393
15,1986,1,0.03140611292358993
15,1986,2,0.027578792194784808
15,1986,3,0.028993259972707568
15,1986,4,0.028433968856266985
15,1987,1,0.0292161982987794
15,1987,2,0.03340427841928644
15,1987,3,0.033825466777883124
15,1987,4,0.036031718671661814
15,1988,1,0.036760352033970725
15,1988,2,0.037461365802983496
15,1988,3,0.037348005389828964
15,1988,4,0.036778260813889456
15,1989,1,0.03605221376989761
15,1989,2,0.03192868935393291
15,1989,3,0.028746911747102002
15,1989,4,0.024995873498105586
15,1990,1,0.024168355388239613
15,1990,2,0.01962294362210599
15,1990,3,0.013679466899935076
15,1990,4,0.007656237685787903
15,1991,1,-0.003994163951008471
15,1991,2,-0.012185012295570442
15,1991,3,-0.011321891292352747
15,1991,4,-0.007517422484549913
15,1992,1,-0.0037560529723224905
15,1992,2,0.0031336500400432634
15,1992,3,0.004665596780705282
15,1992,4,0.010930578327649453
15,1993,1,0.01900404110704556
15,1993,2,0.021779407993467774
15,1993,3,0.027679323050019945
15,1993,4,0.03159566098295748
15,1994,1,0.03153215702305629
15,1994,2,0.03541356449216794
15,1994,3,0.03952879142542346
15,1994,4,0.040261601611369074
15,1995,1,0.03988590060508874
15,1995,2,0.031931144370409864
15,1995,3,0.026713528417703226
15,1995,4,0.023476140419209233
15,1996,1,0.020171286344671958
15,1996,2,0.025440105674134985
15,1996,3,0.027845501158494015
15,1996,4,0.029356701999489993
15,1997,1,0.030136174413930534
15,1997,2,0.030451881919654523
15,1997,3,0.029023520442810816
15,1997,4,0.030616184152269375
15,1998,1,0.0284832618488387
15,1998,2,0.028026932188859533
15,1998,3,0.03053151507350056
15,1998,4,0.02857606640286194
15,1999,1,0.028344938234954105
15,1999,2,0.029143331960595844
15,1999,3,0.028121273885728798
15,1999,4,0.02782575826821693
15,2000,1,0.026459282108069065
15,2000,2,0.02391449183922763
15,2000,3,0.0206616003299266
15,2000,4,0.016739557755448345
15,2001,1,0.01386280570846871
15,2001,2,0.006769640816441361
15,2001,3,0.0032932168927224015
15,2001,4,-0.00410634252942097
15,2002,1,-0.007614248731946147
15,2002,2,-0.0067564881993622235
15,2002,3,-0.005067149382440842
15,2002,4,-0.00017435355676141955
15,2003,1,0.0022118227780591067
15,2003,2,0.0019215029834305005
15,2003,3,0.0023267507658664534
15,2003,4,0.004038541998549987
15,2004,1,0.007550084074982015
15,2004,2,0.012856416183936644
15,2004,3,0.015629679961581554
15,2004,4,0.017058734048782182
15,2005,1,0.017585501474362566
15,2005,2,0.01883590708110838
15,2005,3,0.021843749686442662
15,2005,4,0.020120076854458078
15,2006,1,0.023404854639453715
15,2006,2,0.020959350044530384
15,2006,3,0.01750748449496261
15,2006,4,0.017033767193607434
15,2007,1,0.015097946050745447
15,2007,2,0.014515364484914936
15,2007,3,0.012858636905999674
15,2007,4,0.009720033556244652
15,2008,1,0.004718293943984476
15,2008,2,-0.0006977863478083009
15,2008,3,-0.007211289792836661
15,2008,4,-0.022515477784259892
15,2009,1,-0.0379086387468535
15,2009,2,-0.04369465303303315
15,2009,3,-0.04743111706117311
15,2009,4,-0.04328945835391157
15,2010,1,-0.027619184169041217
15,2010,2,-0.00811034073643898
15,2010,3,-0.0016413965215397396
15,2010,4,0.0062548527462291175
15,2011,1,0.009527595116250726
15,2011,2,0.012562587503256135
15,2011,3,0.015408496001688672
15,2011,4,0.017184647571537096
15,2012,1,0.020409306961559823
15,2012,2,0.017876583392213572
15,2012,3,0.01643892076113486
15,2012,4,0.01605177239410511
15,2013,1,0.016027086222252473
15,2013,2,0.017762680276681264
15,2013,3,0.019097318951313107
15,2013,4,0.019121880160992418
15,2014,1,0.01746377120622906
15,2014,2,0.02021750731276963
15,2014,3,0.02185711907599409
15,2014,4,0.02308024321803278
15,2015,1,0.023625083589674106
15,2015,2,0.023559563891132236
15,2015,3,0.022653549938291027
15,2015,4,0.022074957470066305
15,2016,1,0.021307989623701312
15,2016,2,0.020262356014125273
15,2016,3,0.02116931603978708
15,2016,4,0.0191188744775375
15,2017,1,0.018441280850074473
15,2017,2,0.016880967458816478
15,2017,3,0.014635507494856936
15,2017,4,0.015165628469487148
15,2018,1,0.014922317742031217
15,2018,2,0.016581529387909074
15,2018,3,0.016293432843801612
15,2018,4,0.015507423190021697
15,2019,1,0.014244253541005922
15,2019,2,0.012711868515698886
15,2019,3,0.012493052949924085
15,2019,4,0.012459935084108352
15,2020,1,0.01231536016316906
15,2020,2,-0.09634992920186837
15,2020,3,-0.05243626222322904
15,2020,4,-0.04258296369043161
15,2021,1,-0.03741517604942141
15,2021,2,0.07434295911790734
15,2021,3,0.03885204965990753
15,2021,4,0.03686102525078323
15,2022,1,0.04050941581086346
15,2022,2,0.04162641600458695
15,2022,3,0.03685694197880584
15,2022,4,0.028424892117674058
15,2023,1,0.02374901028919295
15,2023,2,0.021086987030580744
15,2023,3,0.016404131675682308
15,2023,4,0.015205195361773567
15,2024,1,0.014363111950990423
15,2024,2,0.013382602320696593
15,2024,3,0.01101195736389314
15,2024,4,0.010809690012277171
15,2025,1,0.00871842395239847
15,2025,2,0.008077170276062683
15,2025,3,0.006130636247242024
15,2025,4,0.0030283236686269805
16,1978,1,0.04971028090550744
16,1978,2,0.05700579918858909
16,1978,3,0.0547491413536431
16,1978,4,0.055811862898142106
16,1979,1,0.055248087657184815
16,1979,2,0.04194828161652311
16,1979,3,0.035755376149501646
16,1979,4,0.02856727432839635
16,1980,1,0.0231061059352216
16,1980,2,0.00965258894331846
16,1980,3,-0.0011114616843540316
16,1980,4,0.002852942517454937
16,1981,1,0.00759395056906851
16,1981,2,0.014635112080619937
16,1981,3,0.020997927550840068
16,1981,4,0.008691135140644301
16,1982,1,-0.0012331465875205444
16,1982,2,-0.011444297103175755
16,1982,3,-0.020040929897473983
16,1982,4,-0.019064423876127765
16,1983,1,-0.009588756219133259
16,1983,2,0.00013237183032839713
16,1983,3,0.021226454076661197
16,1983,4,0.04057449372272553
16,1984,1,0.051405069438937176
16,1984,2,0.0557852937090854
16,1984,3,0.05380199147738825
16,1984,4,0.04889998299953848
16,1985,1,0.04334963467677291
16,1985,2,0.04061312629981934
16,1985,3,0.03564238171100194
16,1985,4,0.031604514013349086
16,1986,1,0.02899839423594607
16,1986,2,0.02435020762261071
16,1986,3,0.023912823315895303
16,1986,4,0.023697103787438743
16,1987,1,0.02615711860035333
16,1987,2,0.03055012714753319
16,1987,3,0.031988799341972476
16,1987,4,0.03496979156775204
16,1988,1,0.034835687575089286
16,1988,2,0.03610663914661554
16,1988,3,0.03637321027300004
16,1988,4,0.03351965378708867
16,1989,1,0.03368339934368659
16,1989,2,0.030217120250750795
16,1989,3,0.026211516114315103
16,1989,4,0.020968419297585972
16,1990,1,0.020149216544415337
16,1990,2,0.015476579944431872
16,1990,3,0.009160415944413278
16,1990,4,0.0043925673500347035
16,1991,1,-0.009013490906984528
16,1991,2,-0.016257035566362415
16,1991,3,-0.013958337642841039
16,1991,4,-0.01317176191730448
16,1992,1,-0.005981419254580291
16,1992,2,0.0011776574267759554
16,1992,3,0.003889906753666868
16,1992,4,0.00835692046562712
16,1993,1,0.01609983195022125
16,1993,2,0.01905816270795975
16,1993,3,0.024364280374331464
16,1993,4,0.027914187806064288
16,1994,1,0.028421867946930614
16,1994,2,0.03387015051469154
16,1994,3,0.0375849941189215
16,1994,4,0.0393807127606478
16,1995,1,0.038180159012731175
16,1995,2,0.03041304593882383
16,1995,3,0.02555694711630745
16,1995,4,0.021733104173714747
16,1996,1,0.018981965982985842
16,1996,2,0.022674181482277796
16,1996,3,0.024365577973175474
16,1996,4,0.025928724915029008
16,1997,1,0.026805111653106582
16,1997,2,0.028085377189150128
16,1997,3,0.027418363130177186
16,1997,4,0.0292497978985736
16,1998,1,0.02890696571568606
16,1998,2,0.028039260189958073
16,1998,3,0.0278032581891149
16,1998,4,0.024745389460267345
16,1999,1,0.024778943573994735
16,1999,2,0.02410840670588403
16,1999,3,0.0241085818158904
16,1999,4,0.024234510451474144
16,2000,1,0.02406262769918626
16,2000,2,0.02178938873834629
16,2000,3,0.019572693106856186
16,2000,4,0.015934784453693104
16,2001,1,0.010452043093637706
16,2001,2,0.002902055787445048
16,2001,3,-0.006315920291317088
16,2001,4,-0.016306582603492197
16,2002,1,-0.018429020465727232
16,2002,2,-0.01427776845641184
16,2002,3,-0.01085264424222961
16,2002,4,-0.006571485084073492
16,2003,1,-0.0034452997200940805
16,2003,2,-0.004310984675313093
16,2003,3,-0.003043132126137743
16,2003,4,-0.00021423223146409124
16,2004,1,0.006528775690786221
16,2004,2,0.013567100261980398
16,2004,3,0.01582946757331377
16,2004,4,0.01746023742463176
16,2005,1,0.01853696029607429
16,2005,2,0.01848923526796992
16,2005,3,0.021781790556555967
16,2005,4,0.020786561874093733
16,2006,1,0.023777793283044798
16,2006,2,0.020629860675773787
16,2006,3,0.016966406114760267
16,2006,4,0.015134375624057237
16,2007,1,0.01405308754442221
16,2007,2,0.011740711787923453
16,2007,3,0.008078519478814827
16,2007,4,0.005458306796853428
16,2008,1,0.003514926146408439
16,2008,2,-0.004787054909891559
16,2008,3,-0.013124099367163643
16,2008,4,-0.02798009884024956
16,2009,1,-0.04122345471547203
16,2009,2,-0.05542465865479086
16,2009,3,-0.060020303662585664
16,2009,4,-0.04870250416239496
16,2010,1,-0.025478376150853473
16,2010,2,-0.009350855647121766
16,2010,3,-0.00042574726698951023
16,2010,4,0.007632025092297573
16,2011,1,0.012292650532138438
16,2011,2,0.013312822538930617
16,2011,3,0.01695754539006085
16,2011,4,0.01803739360606262
16,2012,1,0.02122861842001275
16,2012,2,0.018470882058078834
16,2012,3,0.01697790468810877
16,2012,4,0.017157280105247138
16,2013,1,0.015820922131068203
16,2013,2,0.01734752718748773
16,2013,3,0.018139795216043978
16,2013,4,0.018693868017346637
16,2014,1,0.018499392240218352
16,2014,2,0.02010163961057531
16,2014,3,0.021848090475158486
16,2014,4,0.022745685199354933
16,2015,1,0.02411483719788233
16,2015,2,0.02371250190576966
16,2015,3,0.021914057383943857
16,2015,4,0.02227959429044875
16,2016,1,0.01988751728263414
16,2016,2,0.01979925605199485
16,2016,3,0.019288632445573328
16,2016,4,0.016924155841749063
16,2017,1,0.016059531913749245
16,2017,2,0.016182366495666015
16,2017,3,0.014695456474128177
16,2017,4,0.014789057076893233
16,2018,1,0.014789108963304227
16,2018,2,0.017043151167826405
16,2018,3,0.017491407841627494
16,2018,4,0.01637565930989653
16,2019,1,0.014586202985043598
16,2019,2,0.01293555416036927
16,2019,3,0.013223643614587346
