STATEFIP,state_name,year,month,unemployment_rate,unemployment_total,employment_total,labor_force,population
17,Illinois,1991,6,7.4,445194.0,5581913.0,6027107.0,8760455.0
17,Illinois,1991,7,7.1,429907.0,5594169.0,6024076.0,8765585.0
17,Illinois,1991,8,7.2,430177.0,5517065.0,5947242.0,8772710.0
17,Illinois,1991,9,7.0,416823.0,5500146.0,5916969.0,8780835.0
17,Illinois,1991,10,7.4,435823.0,5486592.0,5922415.0,8788964.0
17,Illinois,1991,11,7.8,462172.0,5465248.0,5927420.0,8795089.0
17,Illinois,1991,12,8.3,494465.0,5433445.0,5927910.0,8800218.0
17,Illinois,1992,1,9.2,547468.0,5397422.0,5944890.0,8805343.0
17,Illinois,1992,2,9.2,549072.0,5405166.0,5954238.0,8810468.0
17,Illinois,1992,3,8.6,514789.0,5452853.0,5967642.0,8815601.0
17,Illinois,1992,4,8.0,477287.0,5484988.0,5962275.0,8821725.0
17,Illinois,1992,5,8.0,481974.0,5538755.0,6020729.0,8827853.0
17,Illinois,1992,6,8.7,535018.0,5634733.0,6169751.0,8833976.0
17,Illinois,1992,7,8.0,493739.0,5663289.0,6157028.0,8841103.0
17,Illinois,1992,8,7.4,449119.0,5630319.0,6079438.0,8849226.0
17,Illinois,1992,9,6.9,414713.0,5614383.0,6029096.0,8858348.0
17,Illinois,1992,10,6.4,381348.0,5614833.0,5996181.0,8867474.0
17,Illinois,1992,11,6.8,407800.0,5615054.0,6022854.0,8875596.0
17,Illinois,1992,12,7.2,433886.0,5590280.0,6024166.0,8881723.0
17,Illinois,1993,1,8.3,493218.0,5473210.0,5966428.0,8888845.0
17,Illinois,1993,2,8.5,507014.0,5482053.0,5989067.0,8894967.0
17,Illinois,1993,3,8.2,491177.0,5517120.0,6008297.0,8901101.0
17,Illinois,1993,4,7.8,469905.0,5534963.0,6004868.0,8907223.0
17,Illinois,1993,5,7.7,467989.0,5604554.0,6072543.0,8913349.0
17,Illinois,1993,6,8.2,506701.0,5690484.0,6197185.0,8921469.0
17,Illinois,1993,7,7.5,463106.0,5737262.0,6200368.0,8928594.0
17,Illinois,1993,8,7.2,444005.0,5697480.0,6141485.0,8934715.0
17,Illinois,1993,9,7.0,426143.0,5633832.0,6059975.0,8940836.0
17,Illinois,1993,10,6.8,415347.0,5662246.0,6077593.0,8946961.0
17,Illinois,1993,11,6.2,379665.0,5706179.0,6085844.0,8952083.0
17,Illinois,1993,12,6.2,380117.0,5704188.0,6084305.0,8956209.0
17,Illinois,1994,1,7.5,455179.0,5600423.0,6055602.0,8960331.0
17,Illinois,1994,2,7.2,437063.0,5633027.0,6070090.0,8962454.0
17,Illinois,1994,3,6.8,409533.0,5648850.0,6058383.0,8966587.0
17,Illinois,1994,4,6.0,366357.0,5698901.0,6065258.0,8971708.0
17,Illinois,1994,5,5.6,340301.0,5760051.0,6100352.0,8974834.0
17,Illinois,1994,6,6.0,368563.0,5823295.0,6191858.0,8979954.0
17,Illinois,1994,7,5.8,359076.0,5818419.0,6177495.0,8984079.0
17,Illinois,1994,8,5.5,340628.0,5798174.0,6138802.0,8989199.0
17,Illinois,1994,9,5.1,313108.0,5776263.0,6089371.0,8994320.0
17,Illinois,1994,10,5.2,317481.0,5817705.0,6135186.0,8999444.0
17,Illinois,1994,11,4.7,287962.0,5834533.0,6122495.0,9003564.0
17,Illinois,1994,12,4.6,278307.0,5812353.0,6090660.0,9006690.0
17,Illinois,1995,1,5.8,351108.0,5725172.0,6076280.0,9010810.0
17,Illinois,1995,2,5.6,340042.0,5774254.0,6114296.0,9012932.0
17,Illinois,1995,3,5.3,324183.0,5805025.0,6129208.0,9016065.0
17,Illinois,1995,4,5.5,337443.0,5825594.0,6163037.0,9020185.0
17,Illinois,1995,5,5.1,314427.0,5830226.0,6144653.0,9023310.0
17,Illinois,1995,6,5.2,326273.0,5913618.0,6239891.0,9027429.0
17,Illinois,1995,7,5.3,329562.0,5940627.0,6270189.0,9031553.0
17,Illinois,1995,8,5.3,328368.0,5877082.0,6205450.0,9037671.0
17,Illinois,1995,9,5.0,305598.0,5858882.0,6164480.0,9043789.0
17,Illinois,1995,10,4.8,296948.0,5908382.0,6205330.0,9050909.0
17,Illinois,1995,11,4.8,294245.0,5892403.0,6186648.0,9056028.0
17,Illinois,1995,12,5.0,307204.0,5835500.0,6142704.0,9060151.0
17,Illinois,1996,1,6.1,376255.0,5747263.0,6123518.0,9063271.0
17,Illinois,1996,2,5.8,355303.0,5801378.0,6156681.0,9067390.0
17,Illinois,1996,3,5.6,344412.0,5849354.0,6193766.0,9071517.0
17,Illinois,1996,4,5.3,329775.0,5865637.0,6195412.0,9076634.0
17,Illinois,1996,5,5.3,330274.0,5897804.0,6228078.0,9081756.0
17,Illinois,1996,6,5.5,351352.0,5979868.0,6331220.0,9087871.0
17,Illinois,1996,7,5.6,356188.0,6009636.0,6365824.0,9092993.0
17,Illinois,1996,8,5.1,323067.0,5950329.0,6273396.0,9099109.0
17,Illinois,1996,9,4.9,303698.0,5924087.0,6227785.0,9106223.0
17,Illinois,1996,10,4.7,293153.0,5965409.0,6258562.0,9112343.0
17,Illinois,1996,11,4.7,294246.0,5965222.0,6259468.0,9118458.0
17,Illinois,1996,12,4.9,306752.0,5936917.0,6243669.0,9122580.0
17,Illinois,1997,1,5.8,360450.0,5838618.0,6199068.0,9126698.0
17,Illinois,1997,2,5.6,347431.0,5866135.0,6213566.0,9128817.0
17,Illinois,1997,3,5.3,334110.0,5923098.0,6257208.0,9131948.0
17,Illinois,1997,4,4.7,292099.0,5947713.0,6239812.0,9135066.0
17,Illinois,1997,5,4.2,264235.0,5988542.0,6252777.0,9139187.0
17,Illinois,1997,6,4.8,305846.0,6060587.0,6366433.0,9143303.0
17,Illinois,1997,7,4.7,300897.0,6080159.0,6381056.0,9148423.0
17,Illinois,1997,8,4.5,286979.0,6041717.0,6328696.0,9155536.0
17,Illinois,1997,9,4.5,280674.0,6000712.0,6281386.0,9163647.0
17,Illinois,1997,10,4.3,271500.0,6030285.0,6301785.0,9170764.0
17,Illinois,1997,11,4.4,279337.0,6059789.0,6339126.0,9176878.0
17,Illinois,1997,12,4.7,296268.0,6023403.0,6319671.0,9181997.0
17,Illinois,1998,1,5.6,350218.0,5924230.0,6274448.0,9188110.0
17,Illinois,1998,2,5.1,321570.0,5955794.0,6277364.0,9192226.0
17,Illinois,1998,3,4.9,310985.0,5991723.0,6302708.0,9196354.0
17,Illinois,1998,4,3.9,246488.0,5998691.0,6245179.0,9202467.0
17,Illinois,1998,5,3.9,241532.0,6028201.0,6269733.0,9207585.0
17,Illinois,1998,6,4.7,302921.0,6087432.0,6390353.0,9213696.0
17,Illinois,1998,7,4.4,281345.0,6138670.0,6420015.0,9219813.0
17,Illinois,1998,8,4.3,273198.0,6069667.0,6342865.0,9225925.0
17,Illinois,1998,9,4.4,277424.0,6070012.0,6347436.0,9233036.0
17,Illinois,1998,10,4.2,269179.0,6096567.0,6365746.0,9239152.0
17,Illinois,1998,11,4.2,267844.0,6108556.0,6376400.0,9246262.0
17,Illinois,1998,12,4.1,261000.0,6110583.0,6371583.0,9251379.0
17,Illinois,1999,1,4.8,303167.0,6048961.0,6352128.0,9256492.0
17,Illinois,1999,2,4.7,299954.0,6063743.0,6363697.0,9259607.0
17,Illinois,1999,3,4.2,269047.0,6114532.0,6383579.0,9263734.0
17,Illinois,1999,4,4.2,268536.0,6109558.0,6378094.0,9269845.0
17,Illinois,1999,5,4.3,273587.0,6147959.0,6421546.0,9274961.0
17,Illinois,1999,6,4.9,321373.0,6225454.0,6546827.0,9281071.0
17,Illinois,1999,7,4.8,317723.0,6241490.0,6559213.0,9286187.0
17,Illinois,1999,8,4.6,298105.0,6193876.0,6491981.0,9292297.0
17,Illinois,1999,9,4.3,274771.0,6178490.0,6453261.0,9298407.0
17,Illinois,1999,10,4.0,262230.0,6215622.0,6477852.0,9303523.0
17,Illinois,1999,11,4.1,263638.0,6236143.0,6499781.0,9308634.0
17,Illinois,1999,12,4.1,267022.0,6226257.0,6493279.0,9313750.0
17,Illinois,2000,1,4.8,314122.0,6163243.0,6477365.0,9317862.0
17,Illinois,2000,2,4.9,320386.0,6179510.0,6499896.0,9318980.0
17,Illinois,2000,3,4.8,310688.0,6184072.0,6494760.0,9323101.0
17,Illinois,2000,4,4.1,268991.0,6225043.0,6494034.0,9328045.0
17,Illinois,2000,5,4.2,271577.0,6197566.0,6469143.0,9332513.0
17,Illinois,2000,6,4.7,308124.0,6270956.0,6579080.0,9337435.0
17,Illinois,2000,7,4.6,302459.0,6236857.0,6539316.0,9342500.0
17,Illinois,2000,8,4.5,290796.0,6198032.0,6488828.0,9348727.0
17,Illinois,2000,9,4.1,264997.0,6179453.0,6444450.0,9355314.0
17,Illinois,2000,10,3.8,246444.0,6204817.0,6451261.0,9361489.0
17,Illinois,2000,11,4.3,276380.0,6179921.0,6456301.0,9366795.0
17,Illinois,2000,12,4.6,294721.0,6156259.0,6450980.0,9371752.0
17,Illinois,2001,1,5.6,361380.0,6073187.0,6434567.0,9376447.0
17,Illinois,2001,2,5.5,357322.0,6091138.0,6448460.0,9380799.0
17,Illinois,2001,3,5.6,364198.0,6111495.0,6475693.0,9385016.0
17,Illinois,2001,4,5.2,336671.0,6108902.0,6445573.0,9389889.0
17,Illinois,2001,5,4.8,311513.0,6126192.0,6437705.0,9394925.0
17,Illinois,2001,6,5.5,361366.0,6173770.0,6535136.0,9400452.0
17,Illinois,2001,7,5.3,345959.0,6174691.0,6520650.0,9405649.0
17,Illinois,2001,8,5.5,353962.0,6065003.0,6418965.0,9411144.0
17,Illinois,2001,9,5.1,328814.0,6092938.0,6421752.0,9416999.0
17,Illinois,2001,10,5.3,342024.0,6090694.0,6432718.0,9422376.0
17,Illinois,2001,11,5.7,363035.0,6057440.0,6420475.0,9426208.0
17,Illinois,2001,12,5.9,378173.0,6024391.0,6402564.0,9430027.0
17,Illinois,2002,1,7.0,443152.0,5904772.0,6347924.0,9434168.0
17,Illinois,2002,2,6.8,432561.0,5958589.0,6391150.0,9437177.0
17,Illinois,2002,3,6.8,431457.0,5938726.0,6370183.0,9440392.0
17,Illinois,2002,4,6.5,413942.0,5923485.0,6337427.0,9443724.0
17,Illinois,2002,5,6.2,392791.0,5935170.0,6327961.0,9447759.0
17,Illinois,2002,6,7.0,448304.0,5964850.0,6413154.0,9452318.0
17,Illinois,2002,7,6.9,440869.0,5950781.0,6391650.0,9456938.0
17,Illinois,2002,8,6.5,409729.0,5916831.0,6326560.0,9462366.0
17,Illinois,2002,9,6.0,380242.0,5922747.0,6302989.0,9468094.0
17,Illinois,2002,10,6.2,390044.0,5919599.0,6309643.0,9473659.0
17,Illinois,2002,11,6.4,400037.0,5892829.0,6292866.0,9478497.0
17,Illinois,2002,12,6.4,399055.0,5869154.0,6268209.0,9482125.0
17,Illinois,2003,1,7.3,457419.0,5798459.0,6255878.0,9485839.0
17,Illinois,2003,2,7.2,451930.0,5816845.0,6268775.0,9487207.0
17,Illinois,2003,3,6.9,435386.0,5844121.0,6279507.0,9488234.0
17,Illinois,2003,4,6.4,403225.0,5861830.0,6265055.0,9490583.0
17,Illinois,2003,5,6.3,395463.0,5871613.0,6267076.0,9495429.0
17,Illinois,2003,6,7.4,472046.0,5943068.0,6415114.0,9499369.0
17,Illinois,2003,7,7.0,447213.0,5941521.0,6388734.0,9504159.0
17,Illinois,2003,8,6.9,438682.0,5887825.0,6326507.0,9508038.0
17,Illinois,2003,9,6.6,416614.0,5875357.0,6291971.0,9512574.0
17,Illinois,2003,10,6.2,393942.0,5915496.0,6309438.0,9517639.0
17,Illinois,2003,11,6.3,399003.0,5926466.0,6325469.0,9521011.0
17,Illinois,2003,12,6.1,384669.0,5903478.0,6288147.0,9523510.0
17,Illinois,2004,1,7.1,443334.0,5843392.0,6286726.0,9524975.0
17,Illinois,2004,2,6.7,424550.0,5868840.0,6293390.0,9526357.0
17,Illinois,2004,3,6.7,422711.0,5877391.0,6300102.0,9528822.0
17,Illinois,2004,4,6.1,383307.0,5900929.0,6284236.0,9531878.0
17,Illinois,2004,5,6.0,377524.0,5927043.0,6304567.0,9535332.0
17,Illinois,2004,6,6.5,413720.0,5992058.0,6405778.0,9538944.0
17,Illinois,2004,7,6.3,407770.0,6019781.0,6427551.0,9542427.0
17,Illinois,2004,8,6.1,386615.0,5976521.0,6363136.0,9547098.0
17,Illinois,2004,9,5.7,360278.0,5969156.0,6329434.0,9551716.0
17,Illinois,2004,10,5.8,367017.0,5997596.0,6364613.0,9556527.0
17,Illinois,2004,11,5.8,369166.0,6002730.0,6371896.0,9559734.0
17,Illinois,2004,12,5.7,364488.0,5983673.0,6348161.0,9562904.0
17,Illinois,2005,1,6.4,406139.0,5923395.0,6329534.0,9566121.0
17,Illinois,2005,2,6.6,418117.0,5922228.0,6340345.0,9568807.0
17,Illinois,2005,3,6.1,389252.0,5948314.0,6337566.0,9571473.0
17,Illinois,2005,4,5.9,372376.0,5985540.0,6357916.0,9575067.0
17,Illinois,2005,5,5.7,360902.0,6014479.0,6375381.0,9578917.0
17,Illinois,2005,6,6.2,401145.0,6066569.0,6467714.0,9583328.0
17,Illinois,2005,7,5.9,383083.0,6097354.0,6480437.0,9588020.0
17,Illinois,2005,8,5.5,354692.0,6081364.0,6436056.0,9592600.0
17,Illinois,2005,9,5.3,342077.0,6055466.0,6397543.0,9597460.0
17,Illinois,2005,10,5.0,320664.0,6095994.0,6416658.0,9613622.0
17,Illinois,2005,11,5.0,323373.0,6100725.0,6424098.0,9618794.0
17,Illinois,2005,12,5.1,328037.0,6077454.0,6405491.0,9624421.0
17,Illinois,2006,1,5.6,358462.0,6024900.0,6383362.0,9628763.0
17,Illinois,2006,2,5.5,350923.0,6054705.0,6405628.0,9632204.0
17,Illinois,2006,3,5.1,329652.0,6088760.0,6418412.0,9634661.0
17,Illinois,2006,4,4.7,303734.0,6126058.0,6429792.0,9637464.0
17,Illinois,2006,5,4.3,275064.0,6165722.0,6440786.0,9640215.0
17,Illinois,2006,6,4.8,314896.0,6246467.0,6561363.0,9643478.0
17,Illinois,2006,7,4.8,313418.0,6277712.0,6591130.0,9647064.0
17,Illinois,2006,8,4.5,296587.0,6257446.0,6554033.0,9653192.0
17,Illinois,2006,9,4.1,267083.0,6245913.0,6512996.0,9660109.0
17,Illinois,2006,10,3.8,247693.0,6301162.0,6548855.0,9667186.0
17,Illinois,2006,11,3.9,257306.0,6301190.0,6558496.0,9673304.0
17,Illinois,2006,12,4.2,274812.0,6289464.0,6564276.0,9678597.0
17,Illinois,2007,1,5.3,348138.0,6178855.0,6526993.0,9684061.0
17,Illinois,2007,2,5.2,342420.0,6183652.0,6526072.0,9688446.0
17,Illinois,2007,3,4.7,310252.0,6224853.0,6535105.0,9692907.0
17,Illinois,2007,4,4.8,311929.0,6226067.0,6537996.0,9698274.0
17,Illinois,2007,5,4.6,303853.0,6254598.0,6558451.0,9703345.0
17,Illinois,2007,6,5.4,361280.0,6336476.0,6697756.0,9708894.0
17,Illinois,2007,7,5.4,361262.0,6362302.0,6723564.0,9714445.0
17,Illinois,2007,8,5.2,345754.0,6294183.0,6639937.0,9720735.0
17,Illinois,2007,9,5.0,330122.0,6307706.0,6637828.0,9727444.0
17,Illinois,2007,10,4.9,328254.0,6316068.0,6644322.0,9733673.0
17,Illinois,2007,11,5.0,332310.0,6345135.0,6677445.0,9739438.0
17,Illinois,2007,12,5.5,365189.0,6291362.0,6656551.0,9744647.0
17,Illinois,2008,1,6.3,417061.0,6222481.0,6639542.0,9749416.0
17,Illinois,2008,2,6.0,399019.0,6221302.0,6620321.0,9753338.0
17,Illinois,2008,3,5.9,392485.0,6253533.0,6646018.0,9757833.0
17,Illinois,2008,4,5.5,367366.0,6268280.0,6635646.0,9762598.0
17,Illinois,2008,5,6.1,407118.0,6236565.0,6643683.0,9767515.0
17,Illinois,2008,6,6.9,463123.0,6256392.0,6719515.0,9773047.0
17,Illinois,2008,7,6.9,463212.0,6252199.0,6715411.0,9778334.0
17,Illinois,2008,8,6.9,455360.0,6173346.0,6628706.0,9784751.0
17,Illinois,2008,9,6.5,424584.0,6148373.0,6572957.0,9790878.0
17,Illinois,2008,10,6.6,432131.0,6134116.0,6566247.0,9797225.0
17,Illinois,2008,11,6.7,440234.0,6119918.0,6560152.0,9802636.0
17,Illinois,2008,12,7.4,480518.0,6056193.0,6536711.0,9806970.0
17,Illinois,2009,1,8.9,577669.0,5933174.0,6510843.0,9811865.0
17,Illinois,2009,2,9.4,614307.0,5906512.0,6520819.0,9816000.0
17,Illinois,2009,3,9.5,622145.0,5899250.0,6521395.0,9820054.0
17,Illinois,2009,4,9.3,608383.0,5932421.0,6540804.0,9824289.0
17,Illinois,2009,5,9.6,629013.0,5939418.0,6568431.0,9828933.0
17,Illinois,2009,6,10.3,687301.0,5992295.0,6679596.0,9833660.0
17,Illinois,2009,7,10.3,686271.0,6000887.0,6687158.0,9839028.0
17,Illinois,2009,8,10.2,670507.0,5924862.0,6595369.0,9844941.0
17,Illinois,2009,9,10.3,674274.0,5869274.0,6543548.0,9850750.0
17,Illinois,2009,10,10.5,689205.0,5869123.0,6558328.0,9857124.0
17,Illinois,2009,11,10.4,685477.0,5886131.0,6571608.0,9861790.0
17,Illinois,2009,12,10.9,713006.0,5821379.0,6534385.0,9865513.0
17,Illinois,2010,1,12.1,793884.0,5772711.0,6566595.0,9869621.0
17,Illinois,2010,2,11.8,779231.0,5800028.0,6579259.0,9872832.0
17,Illinois,2010,3,11.5,758144.0,5851400.0,6609544.0,9876403.0
17,Illinois,2010,4,10.6,701630.0,5909746.0,6611376.0,9881090.0
17,Illinois,2010,5,10.1,668519.0,5926232.0,6594751.0,9886935.0
17,Illinois,2010,6,10.6,703823.0,5954977.0,6658800.0,9892736.0
17,Illinois,2010,7,10.5,696770.0,5966353.0,6663123.0,9898870.0
17,Illinois,2010,8,10.1,666227.0,5961653.0,6627880.0,9906276.0
17,Illinois,2010,9,9.6,630612.0,5952725.0,6583337.0,9913308.0
17,Illinois,2010,10,9.3,613952.0,5955186.0,6569138.0,9920749.0
17,Illinois,2010,11,9.5,624415.0,5969797.0,6594212.0,9926676.0
17,Illinois,2010,12,9.4,614636.0,5950524.0,6565160.0,9932169.0
17,Illinois,2011,1,10.2,663272.0,5851249.0,6514521.0,9937964.0
17,Illinois,2011,2,10.0,648622.0,5858803.0,6507425.0,9942521.0
17,Illinois,2011,3,9.7,633016.0,5905068.0,6538084.0,9947163.0
17,Illinois,2011,4,9.3,606673.0,5925690.0,6532363.0,9952562.0
17,Illinois,2011,5,9.4,617892.0,5940177.0,6558069.0,9958294.0
17,Illinois,2011,6,10.3,684813.0,5973862.0,6658675.0,9964209.0
17,Illinois,2011,7,10.3,682357.0,5961166.0,6643523.0,9970685.0
17,Illinois,2011,8,10.2,676088.0,5944319.0,6620407.0,9975679.0
17,Illinois,2011,9,9.9,652913.0,5951804.0,6604717.0,9981353.0
17,Illinois,2011,10,9.6,637382.0,5972781.0,6610163.0,9986987.0
17,Illinois,2011,11,9.2,610436.0,5992633.0,6603069.0,9991380.0
17,Illinois,2011,12,9.3,609300.0,5970992.0,6580292.0,9995829.0
17,Illinois,2012,1,9.8,642877.0,5895205.0,6538082.0,10000602.0
17,Illinois,2012,2,9.6,627549.0,5940880.0,6568429.0,10004078.0
17,Illinois,2012,3,9.2,601075.0,5963434.0,6564509.0,10008179.0
17,Illinois,2012,4,8.6,564449.0,5983869.0,6548318.0,10012343.0
17,Illinois,2012,5,8.6,568639.0,6013920.0,6582559.0,10016492.0
17,Illinois,2012,6,9.4,631575.0,6059557.0,6691132.0,10021361.0
17,Illinois,2012,7,9.4,628867.0,6057129.0,6685996.0,10025877.0
17,Illinois,2012,8,9.1,602122.0,6003317.0,6605439.0,10030919.0
17,Illinois,2012,9,8.5,560630.0,6047318.0,6607948.0,10036404.0
17,Illinois,2012,10,8.6,570086.0,6069762.0,6639848.0,10041491.0
17,Illinois,2012,11,8.4,556129.0,6045965.0,6602094.0,10046352.0
17,Illinois,2012,12,8.9,587732.0,6009519.0,6597251.0,10050380.0
17,Illinois,2013,1,10.2,669634.0,5918668.0,6588302.0,10054257.0
17,Illinois,2013,2,9.9,648790.0,5923900.0,6572690.0,10056576.0
17,Illinois,2013,3,9.2,604505.0,5940698.0,6545203.0,10059459.0
17,Illinois,2013,4,8.8,573136.0,5975828.0,6548964.0,10063121.0
17,Illinois,2013,5,8.8,581117.0,6011087.0,6592204.0,10067182.0
17,Illinois,2013,6,9.7,648994.0,6042059.0,6691053.0,10072289.0
17,Illinois,2013,7,9.4,629004.0,6047693.0,6676697.0,10076992.0
17,Illinois,2013,8,9.1,598823.0,6005677.0,6604500.0,10080079.0
17,Illinois,2013,9,8.7,571420.0,6007307.0,6578727.0,10083685.0
17,Illinois,2013,10,8.7,570013.0,5989630.0,6559643.0,10087132.0
17,Illinois,2013,11,8.4,549560.0,6018643.0,6568203.0,10090536.0
17,Illinois,2013,12,8.3,543244.0,5996514.0,6539758.0,10093121.0
17,Illinois,2014,1,8.8,576754.0,5958221.0,6534975.0,10095942.0
17,Illinois,2014,2,8.8,573974.0,5981350.0,6555324.0,10097936.0
17,Illinois,2014,3,8.2,535721.0,6034253.0,6569974.0,10100085.0
17,Illinois,2014,4,7.1,461548.0,6059109.0,6520657.0,10102655.0
17,Illinois,2014,5,7.0,459206.0,6076261.0,6535467.0,10105565.0
17,Illinois,2014,6,7.2,479099.0,6141434.0,6620533.0,10108893.0
17,Illinois,2014,7,7.2,479588.0,6153201.0,6632789.0,10112070.0
17,Illinois,2014,8,6.9,455376.0,6097161.0,6552537.0,10114552.0
17,Illinois,2014,9,6.4,419202.0,6103851.0,6523053.0,10117060.0
17,Illinois,2014,10,6.2,407467.0,6155305.0,6562772.0,10119449.0
17,Illinois,2014,11,6.0,395525.0,6152755.0,6548280.0,10121290.0
17,Illinois,2014,12,5.9,381043.0,6114515.0,6495558.0,10122331.0
17,Illinois,2015,1,6.8,444472.0,6051034.0,6495506.0,10123430.0
17,Illinois,2015,2,6.5,422037.0,6078570.0,6500607.0,10123015.0
17,Illinois,2015,3,6.2,400889.0,6106753.0,6507642.0,10122954.0
17,Illinois,2015,4,5.6,364563.0,6147362.0,6511925.0,10123621.0
17,Illinois,2015,5,5.8,378722.0,6178998.0,6557720.0,10124929.0
17,Illinois,2015,6,6.2,408499.0,6227997.0,6636496.0,10126599.0
17,Illinois,2015,7,6.2,410025.0,6227003.0,6637028.0,10128133.0
17,Illinois,2015,8,5.8,384010.0,6186513.0,6570523.0,10129355.0
17,Illinois,2015,9,5.5,358758.0,6169966.0,6528724.0,10130700.0
17,Illinois,2015,10,5.7,372957.0,6202392.0,6575349.0,10132178.0
17,Illinois,2015,11,5.9,387098.0,6209157.0,6596255.0,10132940.0
17,Illinois,2015,12,6.0,393719.0,6192835.0,6586554.0,10133604.0
17,Illinois,2016,1,6.8,445193.0,6144430.0,6589623.0,10133652.0
17,Illinois,2016,2,6.6,435598.0,6186452.0,6622050.0,10133713.0
17,Illinois,2016,3,6.4,427016.0,6228864.0,6655880.0,10133955.0
17,Illinois,2016,4,5.9,393913.0,6227770.0,6621683.0,10134689.0
17,Illinois,2016,5,5.5,361054.0,6240470.0,6601524.0,10135261.0
17,Illinois,2016,6,6.0,403661.0,6283800.0,6687461.0,10136172.0
17,Illinois,2016,7,5.8,390165.0,6302804.0,6692969.0,10137411.0
17,Illinois,2016,8,5.8,382900.0,6235842.0,6618742.0,10138667.0
17,Illinois,2016,9,5.7,376943.0,6212443.0,6589386.0,10140361.0
17,Illinois,2016,10,5.6,366611.0,6229336.0,6595947.0,10142109.0
17,Illinois,2016,11,5.1,338477.0,6242913.0,6581390.0,10143161.0
17,Illinois,2016,12,5.3,348141.0,6191531.0,6539672.0,10143902.0
17,Illinois,2017,1,6.1,395746.0,6135464.0,6531210.0,10144321.0
17,Illinois,2017,2,5.5,356997.0,6171597.0,6528594.0,10143606.0
17,Illinois,2017,3,5.0,326211.0,6212914.0,6539125.0,10143104.0
17,Illinois,2017,4,4.6,302380.0,6212765.0,6515145.0,10143213.0
17,Illinois,2017,5,4.5,295800.0,6229092.0,6524892.0,10143362.0
17,Illinois,2017,6,5.2,344424.0,6281082.0,6625506.0,10144175.0
17,Illinois,2017,7,5.1,336053.0,6293760.0,6629813.0,10145022.0
17,Illinois,2017,8,5.2,341632.0,6226277.0,6567909.0,10144801.0
17,Illinois,2017,9,4.7,307917.0,6250656.0,6558573.0,10145228.0
17,Illinois,2017,10,4.6,301148.0,6257344.0,6558492.0,10145325.0
17,Illinois,2017,11,4.5,294955.0,6276013.0,6570968.0,10144897.0
17,Illinois,2017,12,4.5,291983.0,6231059.0,6523042.0,10144146.0
17,Illinois,2018,1,5.1,332430.0,6155563.0,6487993.0,10142442.0
17,Illinois,2018,2,4.9,320626.0,6226642.0,6547268.0,10140030.0
17,Illinois,2018,3,4.4,290146.0,6255749.0,6545895.0,10138265.0
17,Illinois,2018,4,3.9,253147.0,6259060.0,6512207.0,10137259.0
17,Illinois,2018,5,3.8,250085.0,6274816.0,6524901.0,10136202.0
17,Illinois,2018,6,4.8,315842.0,6313515.0,6629357.0,10135983.0
17,Illinois,2018,7,4.5,300148.0,6346279.0,6646427.0,10135877.0
17,Illinois,2018,8,4.4,288569.0,6253436.0,6542005.0,10136446.0
17,Illinois,2018,9,4.1,266331.0,6270439.0,6536770.0,10137512.0
17,Illinois,2018,10,4.2,275389.0,6303688.0,6579077.0,10138059.0
17,Illinois,2018,11,4.1,266619.0,6308963.0,6575582.0,10137534.0
17,Illinois,2018,12,4.4,285887.0,6249815.0,6535702.0,10136489.0
17,Illinois,2019,1,5.3,348030.0,6188963.0,6536993.0,10134980.0
17,Illinois,2019,2,4.8,315483.0,6244979.0,6560462.0,10132416.0
17,Illinois,2019,3,4.5,297339.0,6259015.0,6556354.0,10130452.0
17,Illinois,2019,4,3.9,254865.0,6273055.0,6527920.0,10129182.0
17,Illinois,2019,5,3.6,233090.0,6275941.0,6509031.0,10128154.0
17,Illinois,2019,6,4.1,272472.0,6336319.0,6608791.0,10127979.0
17,Illinois,2019,7,4.2,276828.0,6352396.0,6629224.0,10127854.0
17,Illinois,2019,8,3.9,253323.0,6304383.0,6557706.0,10127829.0
17,Illinois,2019,9,3.5,231138.0,6288677.0,6519815.0,10128316.0
17,Illinois,2019,10,3.5,226795.0,6316247.0,6543042.0,10128227.0
17,Illinois,2019,11,3.2,210255.0,6309507.0,6519762.0,10127268.0
17,Illinois,2019,12,3.3,212766.0,6263203.0,6475969.0,10125677.0
17,Illinois,2020,1,4.0,261307.0,6193013.0,6454320.0,10123675.0
17,Illinois,2020,2,3.8,248156.0,6239317.0,6487473.0,10119945.0
17,Illinois,2020,3,5.6,361007.0,6054791.0,6415798.0,10116984.0
17,Illinois,2020,4,17.9,1109459.0,5097319.0,6206778.0,10115879.0
17,Illinois,2020,5,14.7,914231.0,5298219.0,6212450.0,10111557.0
17,Illinois,2020,6,12.9,820893.0,5537146.0,6358039.0,10108766.0
17,Illinois,2020,7,11.9,754253.0,5590742.0,6344995.0,10106423.0
17,Illinois,2020,8,9.6,605025.0,5681855.0,6286880.0,10103136.0
17,Illinois,2020,9,9.0,561997.0,5711295.0,6273292.0,10099963.0
17,Illinois,2020,10,7.4,468251.0,5828066.0,6296317.0,10097564.0
17,Illinois,2020,11,7.3,461284.0,5835817.0,6297101.0,10094200.0
17,Illinois,2020,12,7.7,481851.0,5779932.0,6261783.0,10089378.0
17,Illinois,2021,1,7.8,485191.0,5729702.0,6214893.0,10082908.0
17,Illinois,2021,2,7.3,453497.0,5794350.0,6247847.0,10075652.0
