STATEFIP,YEAR,bartik_shock
26,1990,0.009299348457114671
26,1991,-0.012357605839649184
26,1992,-0.0003835380642981679
26,1993,0.018815295610408917
26,1994,0.034493907264164896
26,1995,0.02996810816761296
26,1996,0.020670695990251606
26,1997,0.02871466785535471
26,1998,0.026550622898251764
26,1999,0.022637395396347678
26,2000,0.01988794683256429
26,2001,-0.005777026954145769
26,2002,-0.01757008312286945
26,2003,-0.006262456281728136
26,2004,0.011043892169417239
26,2005,0.01813076950826413
26,2006,0.018853367439418237
26,2007,0.009072514930423114
26,2008,-0.008837618518832871
26,2009,-0.05348146430260378
26,2010,-0.006874806616467015
26,2011,0.017291268422900744
26,2012,0.019167374693305463
26,2013,0.016768048743524385
26,2014,0.02000568939863256
26,2015,0.021911316080242667
26,2016,0.016414987901714057
26,2017,0.015206409531453465
26,2018,0.01748326846143465
26,2019,0.013670613504040188
26,2020,-0.04412916749325913
26,2021,0.026865608822666358
26,2022,0.03563680741167048
26,2023,0.01765177469745959
