YEAR,STATEFIP,mean_abstract,mean_routine,mean_manual,mean_rti,total_employed,n_obs,share_routine,share_NRC,share_NRM,real_gdp,population,gdp_pc
1977,13,3.1481655691837713,2.6898737522607425,2.9900300082051783,-1.2142419452735653,2242265.3291666666,16476,0.6076198386501939,0.2598752455306768,0.13250491581912924,,5211771.0,
1977,15,3.1378993299175093,2.5992145981438926,2.860919973322597,-1.199734202532122,357565.68250000005,4312,0.5501352194520825,0.2636809557486175,0.18618382479929999,,915749.0,
1977,16,3.1738010071955274,2.6366012455583427,3.010296388904077,-1.2490333407921275,366594.24,4611,0.56519323175135,0.29328454875176435,0.1415222194968857,,883446.0,
1977,17,3.19116828074115,2.6933049182720397,2.914075397843145,-1.2014528503498323,4929885.509166666,34639,0.5819509967227185,0.29184847400418207,0.12620052927309935,,11406312.0,
1977,18,3.118257694849366,2.754797589072018,3.047097225897113,-1.2053519773915602,2352570.7383333333,18135,0.6313376081012136,0.23785000053789362,0.13081239136089276,,5405075.0,
1977,19,3.178217282218617,2.671021830706916,2.990303145934314,-1.234291363341988,1185127.655,10220,0.5415144389570242,0.3139352624613986,0.14455029858157717,,2914308.0,
1977,20,3.2020443505050515,2.650085576652824,2.9414167377859233,-1.2301347164584826,991432.5716666667,5294,0.5301892169528554,0.3300342263373137,0.13977655670983088,,2317836.0,
1977,21,3.160065220708292,2.697489659127221,2.997978816963842,-1.2202904381241078,1505320.37,11151,0.5851213587439769,0.28045452000243815,0.13442412125358497,,3575001.0,
1977,22,3.1729222552144214,2.6434559256838663,2.953448171507933,-1.22520660938541,1557341.8741666665,11979,0.5660485662480896,0.2830154763125622,0.15093595743934815,,4015582.0,
1977,23,3.1580844894064444,2.686963541593362,3.055290961768938,-1.239485114812706,421451.165,3694,0.5835420608609808,0.27782152065286286,0.1386364184861564,,1105369.0,
1977,24,3.252400228709107,2.615138865887292,2.8190756673193316,-1.2111852061595727,1937266.1083333334,6785,0.5334295609244865,0.33370353561427785,0.13286690346123575,,4194639.0,
1977,25,3.1898070226840285,2.6939891146424784,2.8674693564588414,-1.186759163357479,2391367.223333333,17103,0.5574239130213514,0.3012259449891331,0.14135014198951554,,5744097.0,
1977,26,3.1344451058277616,2.7287645083971594,2.987934312054451,-1.1995182160122124,3813735.1758333333,28320,0.5993315913091908,0.25483178550425384,0.1458366231865553,,9157247.0,
1977,27,3.1892425239745568,2.6209395981604877,2.8968387098062887,-1.2212935857149054,1859816.205,7740,0.5262083856936248,0.31747139299532195,0.15632022131105316,,3979844.0,
1977,28,3.0942251149704276,2.7370055652227143,3.0881671012961127,-1.2134373080617722,901954.9633333334,4636,0.6244789531081864,0.24204621931254497,0.13347482757926868,,2459810.0,
1977,29,3.17279921246906,2.652251315768795,2.9539569571698663,-1.2237204448083334,4218971.8025,30398,0.557888475098072,0.297543369294737,0.14456815560719102,,4845042.0,
1977,30,3.1848965983659396,2.6102554487260186,2.951657749965523,-1.2411020974025975,2199604.8783333334,19227,0.5383737639364296,0.30862783545672184,0.15299840060684863,,771354.0,
1977,31,3.185349407305575,2.635876039783746,2.9675548106265985,-1.2399544073511508,728614.34,4407,0.5340164648571252,0.3185725907747088,0.14741094436816596,,1554466.0,
1977,32,3.1491890438479846,2.5528918506729323,2.8787094125600157,-1.2262207783510595,313372.48666666663,3732,0.4822174495246829,0.27992485877135453,0.23785769170396256,,678134.0,
1977,33,3.183206489782656,2.692684501001198,2.945157658630805,-1.2105976037048198,395323.74666666664,3499,0.564634071462137,0.29747839530916126,0.13788753322870176,,871860.0,
1977,34,3.192459961936518,2.676818362662736,2.871736306703164,-1.1923662417228182,3082341.0700000003,22130,0.5634995031472392,0.3041158516126054,0.13238464524015545,,7342027.0,
1977,35,3.223709913445834,2.586965585695403,2.891242894034409,-1.2408387657249487,447247.5316666667,4338,0.5276159478904497,0.3388548036123454,0.13352924849720502,,1225245.0,
1977,36,3.1917667905674176,2.6481023879548946,2.8307617959127875,-1.1878811048431746,6774742.4575,48092,0.5408905359798014,0.3095623424691674,0.1495471215510312,,17851507.0,
1977,37,3.1360827478296387,2.735168788106335,3.014013249055939,-1.2038999030500424,4283230.0075,30361,0.6208082704549596,0.2587819991060937,0.12040973043894676,,5668494.0,
1977,38,3.2342122429755698,2.584764681634607,3.0204688048527224,-1.2897432502984612,283434.91833333333,4859,0.4675955635342918,0.38528845584879384,0.14711598061691433,,649168.0,
1977,39,3.14214179845788,2.726541363625204,2.962079580153983,-1.1934496211488226,4583936.995833334,33617,0.5971778383059837,0.2610264720588695,0.14179568963514685,,10771232.0,
1977,40,3.1793897337788533,2.6606977905374802,2.9518148036619594,-1.2215555980927986,1578231.4625000001,11008,0.5581384752231874,0.30114084010720393,0.14072068466960866,,2865935.0,
1977,41,3.1374944163507625,2.6487445370429565,2.979579455036232,-1.2220890778792328,1087830.7916666667,4554,0.5672208970002898,0.2724806801102846,0.16029842288942564,,2439355.0,
1977,42,3.129915569127719,2.7299070669075185,2.9964499930815087,-1.1976634502433499,4833171.314166666,35109,0.6097257436720529,0.24824466129067932,0.14202959503726778,,11881857.0,
1977,44,3.143018360549073,2.768383573570698,2.993093311229204,-1.190082612291964,419304.8633333333,2752,0.599653724981006,0.25517535044502365,0.14517092457397038,,955128.0,
1977,45,3.093617156630181,2.7288725148182675,3.04131497295586,-1.203073094005668,1176253.4783333333,3782,0.6460310016768741,0.22342927572516505,0.1305397225979608,,2988979.0,
1977,46,3.203134100793225,2.6069485321325563,3.050970284171972,-1.283837317733699,315212.05,5529,0.5022212179508035,0.3518719531122067,0.1459068289369899,,688992.0,
1977,47,3.1372284799217867,2.7182660579873414,3.0400345113499796,-1.218112749159362,3042657.7458333336,21346,0.6073746606586766,0.26669920384192675,0.12592613549939666,,4401939.0,
1977,48,3.1868800250801796,2.6338446493634162,2.919028504430932,-1.221192169615504,5374207.791666667,39006,0.5645224036634046,0.2959388381096604,0.1395387582269351,,13191790.0,
1977,49,3.1879874500740777,2.6264455023045645,2.9208968544750182,-1.2234788249809294,505414.5433333333,5136,0.587491369030497,0.2976959200565554,0.11481271091294752,,1316421.0,
1977,50,3.1617265993862613,2.6701460585652845,2.973603456920033,-1.2235739521757627,907972.6749999999,9416,0.5467349019637001,0.2946778386513627,0.1585872593849372,,492174.0,
1977,51,3.20934691552073,2.654422585075968,2.912797199404377,-1.2183948937100955,2291006.540833333,16069,0.5665744941296601,0.30644529948732185,0.12698020638301796,,5205706.0,
1977,53,3.1745341296036282,2.6291641567725343,2.9486768090748257,-1.2313091545694157,1512942.805,5368,0.5499617366267228,0.30623001722210735,0.14380824615116986,,3772360.0,
1977,54,3.1400927813105906,2.767606006050808,3.107572849151632,-1.2255148673780836,626206.8383333334,3352,0.6609660640032714,0.2205644142557448,0.11846952174098378,,1905628.0,
1977,55,3.1401745251408806,2.6980407082410807,2.988356956793432,-1.2119382402568832,2032485.4441666666,14675,0.5782958648028886,0.2722590237673116,0.14944511142979974,,4613299.0,
1977,56,3.1987898680477618,2.598867429501341,3.0106043199200214,-1.2683183254722639,201071.03666666665,4488,0.5468776463235882,0.30812638196524383,0.144995971711168,,411530.0,
1978,1,3.12947412027274,2.726693469981921,3.060247425950521,-1.2183236718353154,1484301.6058333332,12338,0.6222158893670467,0.24251839128022812,0.1352657193527252,,3834120.0,
1978,2,3.24668010775209,2.5814249514799203,2.856406854002408,-1.2373674870386517,165371.74333333332,11702,0.5221677722216257,0.32876449092775395,0.14906773685062033,,402191.0,
1978,4,3.2073619238408413,2.6008485053039507,2.875476241708292,-1.224117639352273,932449.6666666666,8122,0.5465549451343094,0.3017736872807438,0.15167136758494684,,2517852.0,
1978,5,3.115268052196596,2.720752465603285,3.0911564525938897,-1.2266240309534409,864957.3374999999,8188,0.6101633119372375,0.2550114844758576,0.1348252035869049,,2241019.0,
1978,6,3.198853864841015,2.627499762331193,2.850807217597874,-1.2054488700657209,9872620.280833334,69433,0.5517565058197847,0.3125602925203299,0.13568320165988534,,22838960.0,
1978,8,3.200549172916688,2.6194237324712906,2.881636635226197,-1.2200453273145717,1226088.3575,13491,0.546619009325276,0.30505449466646983,0.1483264960082542,,2766725.0,
1978,9,3.2099323166784735,2.672715721988085,2.8360464739324285,-1.1906275978173477,1440899.4166666667,10229,0.5594010446165829,0.316164492713272,0.12443446267014513,,3094839.0,
1978,10,3.235346484383505,2.637462631689909,2.8768488247770794,-1.2192081574749225,254436.39166666663,5053,0.5474593955447202,0.3184787995373916,0.1340618049178882,,598188.0,
1978,11,3.233173792693691,2.5781496423676984,2.6496357370142314,-1.1568035061115634,306578.9016666667,3987,0.47518642021574803,0.3548254909517379,0.16998808883251412,,670046.0,
1978,12,3.1610985971191643,2.62014587281724,2.916533215690525,-1.2162518621709093,3478723.9891666663,22935,0.569800882742871,0.2731582351542011,0.15704088210292783,,9131554.0,
1978,13,3.152652893942886,2.679091568618442,2.9520173555819675,-1.2066141321611843,2200101.5625,16342,0.5972570522549869,0.2707266826195897,0.1320162651254234,,5286148.0,
1978,15,3.1313569302019952,2.6112998443749595,2.878798013150835,-1.1987147356846488,377437.23416666663,6435,0.5543987268280902,0.260940283342816,0.18466098982909374,,928816.0,
1978,16,3.1728084758141315,2.641492287836846,3.004207144530296,-1.2444424277860386,382552.93333333335,9135,0.5742748967587251,0.2917509918041913,0.13397411143708352,,910962.0,
1978,17,3.1812138676325374,2.700356224288628,2.9087335978163664,-1.1950480632342708,5008313.1241666665,33642,0.578868647664727,0.2885035497586478,0.13262780257662518,,11434421.0,
1978,18,3.1128312164156267,2.7689567981456786,3.0534945720784297,-1.200801566741778,2409316.9233333333,18266,0.6283831706366899,0.23455640461187588,0.1370604247514342,,5446403.0,
1978,19,3.1577338146735854,2.682081340868095,3.0258597636500766,-1.236590262377089,1359678.8408333333,12298,0.5545102468355576,0.29330514212462927,0.15218461103981315,,2919008.0,
1978,20,3.1893704189634904,2.662795143735195,2.9320178563575467,-1.2186768911031376,1120363.4225,10761,0.5406642335377113,0.31823437456712883,0.14110139189515988,,2332815.0,
1978,21,3.155363708905151,2.7037585784505267,3.0121397921509114,-1.2198592875045264,1472118.1208333333,11016,0.5928219245106962,0.27688892262504233,0.1302891528642615,,3611382.0,
1978,22,3.1808736982606494,2.645285669385735,2.9719401301777935,-1.2314187571120068,1507133.6508333331,11624,0.5745241787956092,0.2820512594960442,0.14342456170834653,,4073288.0,
1978,23,3.153743911663575,2.6764948790079184,3.017665182952712,-1.2299357436038794,450157.48583333334,7522,0.5719930952422266,0.2743581523294655,0.15364875242830786,,1115457.0,
1978,24,3.2586329885972436,2.6143020367537586,2.8079897793915567,-1.2106229278230602,1929142.2466666668,13852,0.520273316782855,0.3430402120114113,0.13668647120573363,,4211641.0,
1978,25,3.183382159602066,2.680880846857018,2.8531634849322116,-1.1837003271248527,2672895.1408333336,20499,0.5552722010089689,0.30215380063704894,0.14257399835398216,,5742923.0,
1978,26,3.132634033458394,2.735770726090729,2.9811077266946566,-1.1938699503619656,3899074.0308333333,28277,0.6016023565684889,0.25248166299385527,0.14591598043765577,,9201953.0,
1978,27,3.188148830769213,2.6220504282993913,2.8865913213206036,-1.21684098571633,1910865.1433333333,15522,0.5289106785862417,0.3169820996598383,0.15410722175391997,,4004676.0,
1978,28,3.1011293259687815,2.7300691343119783,3.0818320126232153,-1.2147822551478167,900803.7991666667,8989,0.604735995791607,0.2579296997845593,0.13733430442383374,,2488033.0,
1978,29,3.1712570775861884,2.6531020098739426,2.9386135096205805,-1.2184571835421905,2122909.0725000002,15646,0.5552018538004996,0.30314905396566705,0.1416490922338333,,4871171.0,
1978,30,3.1874344254837914,2.6143850042687036,3.0010619551692685,-1.2566879665858848,342259.2325,9579,0.532906277067715,0.32137839037399324,0.1457153325582918,,784043.0,
1978,31,3.192372431117018,2.6350494952384347,2.960743561781062,-1.240582736779167,753660.1533333333,8464,0.5364784985694698,0.3250012302078259,0.1385202712227043,,1560826.0,
1978,32,3.117727891607606,2.54560823262732,2.9135297707713996,-1.2322653517818607,314546.8383333333,7760,0.4612410564944633,0.2589044831505443,0.27985446035499245,,719345.0,
1978,33,3.1901180490732184,2.699149440606046,2.9356088279548023,-1.2076010948635554,407896.02416666667,7083,0.5895144292918297,0.291159288031375,0.11932628267679533,,893974.0,
1978,34,3.2003047879002136,2.6664380927019393,2.8532819114553676,-1.1928771601861397,3202838.8366666664,22624,0.5574429970200493,0.3104965450923927,0.13206045788755802,,7356414.0,
1978,35,3.216645430655125,2.6015632114170835,2.8859634830207344,-1.231435012588026,495838.595,8425,0.521568051372484,0.3324775561321161,0.1459543924953999,,1251848.0,
1978,36,3.193474573510509,2.650723033295382,2.8295396472522047,-1.1875480225849258,7291766.859999999,47613,0.5419034768209713,0.307547030921105,0.15054949225792372,,17720421.0,
1978,37,3.1171061856074567,2.759896605607438,3.0551200056706844,-1.2037385461208994,2566404.23,17276,0.6338629482312959,0.24868159000707765,0.11745546176162645,,5740286.0,
1978,38,3.2486152861438633,2.586543714195438,2.984934749404065,-1.2816600284651136,284007.1066666667,9390,0.4637800296602515,0.3958356460373262,0.14038432430242231,,650648.0,
1978,39,3.139819361207536,2.7341142224936754,2.9722260228825466,-1.1935250118148621,4669804.690833333,33323,0.6017766724825612,0.25593072282816337,0.14229260468927554,,10795431.0,
1978,40,3.210243261033306,2.659909299794626,2.9151684812164222,-1.2172777624236233,1195220.8725,7600,0.5633409923720699,0.3116387552255746,0.12502025240235534,,2913056.0,
1978,41,3.157560259807384,2.657358358929558,2.966309137737007,-1.220859581582361,1111793.7125000001,9248,0.5735679513387764,0.2789170473997992,0.1475150012614244,,2509609.0,
1978,42,3.143264843157555,2.721233561793548,2.9734673221448435,-1.1961890165880902,4901355.975000001,34982,0.6033983426434418,0.25991270046888953,0.13668895688766866,,11864774.0,
1978,44,3.15215365081805,2.756955023259907,2.959378411753606,-1.1860588074146619,404486.23500000004,5389,0.5889652209421724,0.26365328411373984,0.14738149494408778,,957237.0,
1978,45,3.1028339222894736,2.7387063874132873,3.0499159358204424,-1.2035208287458994,1226284.9766666668,7694,0.6376254994828197,0.22735929786551642,0.13501520265166392,,3041068.0,
1978,46,3.1951469781637445,2.609570721387264,3.0271731631512555,-1.272973563470176,318721.77416666667,10887,0.5063910673325952,0.35155453157554023,0.1420544010918646,,689293.0,
1978,47,3.124001838939489,2.744900660806796,3.0464728902012066,-1.20792844749922,1818384.2750000001,12187,0.6155420611292627,0.24890353465145457,0.1355544042192827,,4461639.0,
1978,48,3.1907711263975056,2.6476623895918636,2.9250833307194477,-1.219151746458309,5732110.8125,38813,0.5732915512644053,0.2972891597826696,0.129419288952925,,13497726.0,
1978,49,3.1940652588255833,2.63059718853963,2.9576165392280735,-1.2374256860182618,516567.74,10562,0.5651783791621685,0.3086652529741419,0.12615636786368967,,1364235.0,
1978,50,3.194447733403347,2.619974791287959,2.901392929260109,-1.2271013186624897,221986.35583333333,6947,0.5290768590701843,0.33086373369218997,0.14005940723762567,,498284.0,
1978,51,3.221347414308475,2.648659096938443,2.8936801471680975,-1.2183072897133214,2331052.1441666665,16199,0.5558725561455032,0.31495647502394314,0.1291709688305537,,5284122.0,
1978,53,3.1811154941070456,2.635970143141557,2.945053818343558,-1.2272738809884094,1608078.0016666667,11317,0.561390108326945,0.300343066675426,0.13826682499762902,,3886191.0,
1978,54,3.1389485508470494,2.756066709087861,3.112576762198167,-1.2270333428322988,684719.9341666667,6954,0.6498949540077371,0.22830723715275833,0.12179780883950453,,1920342.0,
1978,55,3.142648782536723,2.6957417229801877,3.008443190863698,-1.22053418704567,2197239.736666667,14433,0.5906530779896463,0.26516031490362635,0.14418660710672748,,4631944.0,
1978,56,3.1950560559175614,2.6260078615044256,3.009721213927891,-1.256926333396135,198433.01833333334,9164,0.5717518801601588,0.28947240768256105,0.1387757121572801,,430897.0,
1979,1,3.1152625042032245,2.739402351236301,3.0748295232530816,-1.2137195122809363,1521566.1775,12156,0.6214469916244165,0.23531769650262255,0.14323531187296093,,3869444.0,
1979,2,3.2595931274405454,2.5642877768713985,2.844409732576173,-1.2426217223478766,168092.54750000002,11282,0.5198163213185094,0.3400338038735729,0.14014987480791766,,403544.0,
1979,4,3.2252589836394474,2.59633604752869,2.8628075724801074,-1.2273586814935977,987737.1658333334,8234,0.537582186604877,0.3247561900410509,0.13766162335407214,,2638582.0,
1979,5,3.1116715923681877,2.712956543509477,3.050600906695371,-1.2168357949998956,908005.4325,8310,0.6106181218327357,0.260194530181526,0.1291873479857383,,2269115.0,
1979,6,3.21372951170784,2.6200677483895016,2.8360862423142805,-1.2075402891493399,10289041.906666666,70898,0.5464619933114758,0.3264696966821586,0.12706831000636562,,23255069.0,
1979,8,3.2413172917323423,2.5978849436349134,2.833556049699838,-1.2231516084517111,1293734.9066666665,14027,0.5191353734164572,0.3451560540829544,0.13570857250058838,,2849181.0,
1979,9,3.223152608883792,2.6805420792475645,2.8381094101240474,-1.193262833365802,1493895.2616666667,10811,0.5580802576743505,0.3192728324699064,0.12264690985574306,,3099907.0,
1979,10,3.21541267082076,2.619134099473767,2.8418219925139767,-1.2082823913574965,255531.75166666668,5028,0.5486694040242828,0.3237373609149022,0.12759323506081502,,598830.0,
1979,11,3.2621288595902143,2.5822315569548473,2.6689608274521537,-1.1706166819432153,302110.9191666667,4037,0.46139527115236034,0.3796392263082702,0.15896550253936945,,655616.0,
1979,12,3.171330727531093,2.618497501392687,2.9314375527546876,-1.2258404104082232,3598259.1058333335,23813,0.5725278489744394,0.2723145607834847,0.15515759024207582,,9470585.0,
1979,13,3.1621967785658147,2.6758035368194,2.942181826495468,-1.2073852242975611,2233114.1591666667,16191,0.5970209266790708,0.2806208593994417,0.12235821392148742,,5391265.0,
1979,15,3.1437668299763737,2.599602177139156,2.879826835722625,-1.20399459640036,373572.17250000004,6493,0.5439492128513269,0.275267116240933,0.1807836709077402,,950050.0,
1979,16,3.1693783736363255,2.6492777170371653,3.0032243339905738,-1.2393011872611752,396946.5983333333,9166,0.5699101539923296,0.2978642159516429,0.13222563005602747,,932636.0,
1979,17,3.186424317955882,2.691371917977262,2.901849754550209,-1.1972749077904552,5051732.644166667,33439,0.5755190065895937,0.2886289026170658,0.13585209079334054,,11422782.0,
1979,18,3.107158336830532,2.768272033975506,3.0657823578520436,-1.2024530537626,2443624.7866666666,18075,0.6352108641786086,0.22728225951437706,0.1375068763070143,,5474909.0,
1979,19,3.1708910740386513,2.675233808118861,3.0212471406117807,-1.242381860569912,1383357.2358333333,12534,0.5534265402185299,0.30891170468769724,0.1376617550937729,,2916803.0,
1979,20,3.2174044738697174,2.6588824217878178,2.924224341918565,-1.2265855531094816,1159778.8441666665,10858,0.5388170716393558,0.3240189904195733,0.13716393794107098,,2347370.0,
1979,21,3.157146393335319,2.7131310257329733,3.0331127196983716,-1.2240245424084517,1489700.5591666668,11132,0.6103383393755092,0.2621289758087866,0.1275326848157042,,3643655.0,
1979,22,3.180863162518691,2.653711133435544,2.969709973232467,-1.228424235269742,1578813.7083333333,12068,0.5786574255811531,0.28096597305759985,0.14037660136124705,,4139316.0,
1979,23,3.1392405048386673,2.6956652378364723,3.0229275778056546,-1.2205904846009108,455125.575,7703,0.5937099932247037,0.25686253754613386,0.14942746922916234,,1124927.0,
1979,24,3.2467733728510546,2.63282238586625,2.8204134816518924,-1.205046382605911,1983013.8283333334,14116,0.5293819222138253,0.33548699330171533,0.13513108448445935,,4223398.0,
1979,25,3.1945121952161917,2.6792837926814834,2.846838695424397,-1.185210654106387,2730279.5900000003,20704,0.5489787151317301,0.3065528248469142,0.14446846002135563,,5746188.0,
1979,26,3.130170408016461,2.7425239337423304,2.9770929188209796,-1.1885999518991175,3991745.14,28485,0.6052248737989245,0.253407843722378,0.14136728247869743,,9248814.0,
1979,27,3.183784644693277,2.637397363794806,2.9152578652902084,-1.2198615509937625,1975257.3666666665,15684,0.5401074094522357,0.3063430713924868,0.15354951915527756,,4038150.0,
1979,28,3.1265791984961226,2.703338791048278,3.0532725625227495,-1.2230563178901555,923312.8183333334,9244,0.5868947208609264,0.28292395406323306,0.1301813250758405,,2507967.0,
1979,29,3.1862799419683547,2.650752843286806,2.9225466595484817,-1.2175647048493838,2184181.5,15618,0.5502503088373386,0.31293897605630056,0.13681071510636086,,4889327.0,
1979,30,3.198834176622132,2.5967158754684045,2.988613879536446,-1.2627822681865064,355371.9041666666,9032,0.523777218220005,0.3261924207095699,0.15003036107042514,,789167.0,
1979,31,3.1907739806067945,2.6448534946379407,2.976965142089767,-1.2408997431649815,748853.0741666667,8290,0.5560759484570229,0.3122898270579762,0.13163422448500092,,1564356.0,
1979,32,3.1058596142592982,2.548233255694913,2.9050541021911886,-1.2241868356393126,329805.2033333333,7718,0.4703499877014346,0.24442633149048554,0.2852236808080798,,765121.0,
1979,33,3.194526215485348,2.7008523142861676,2.9189608078929137,-1.203242239591966,430763.19249999995,6937,0.5809880758700889,0.30117333132462293,0.11783859280528823,,911893.0,
1979,34,3.2068965781997156,2.6754566217550724,2.854904673449935,-1.1915393400782721,3304399.395,22635,0.569102143928875,0.30743276820884874,0.12346508786227618,,7373048.0,
1979,35,3.239267098952738,2.590393026972176,2.8813929252558395,-1.2406195625016962,502664.0233333334,8418,0.516674389146531,0.3426763514936107,0.14064925935985834,,1280539.0,
