STATEFIP,YEAR,mean_routine,mean_abstract,mean_manual,total_emp
44,2025,2.2365286652563854,3.75866083683835,2.2012251604237867,2767168.1509000002
44,2026,2.241638299655124,3.7490853659946457,2.181709546241956,456473.6154
45,1977,2.2541748205889034,3.7255221907152185,2.302946142880396,1581170.68
45,1978,2.2701724164420707,3.7338742169089127,2.3115623893625536,3345112.4099999997
45,1979,2.2482616960080395,3.7403684889262143,2.2853051821213444,3771014.0299999993
45,1980,2.2465789891336856,3.748536485239899,2.2858173085774425,3783321.34
45,1981,2.2477193660637664,3.73904289993002,2.2854332295842545,3651233.56
45,1982,2.2718218135370294,3.720630130853511,2.3108823317269938,3657158.3899999997
45,1983,2.2676834938457606,3.706845646545289,2.3026505960850367,3116605.67
45,1984,2.2577030877208193,3.7137274240134572,2.272174983231918,3429507.87
45,1985,2.248277673213792,3.711687305336926,2.2527170434638406,4147325.41
45,1986,2.260885984997985,3.6971280236237862,2.2663794446758363,4338472.85
45,1987,2.2541369034877836,3.7128382352340332,2.2637451526562837,4412597.199999999
45,1988,2.233731817176403,3.7151164541656754,2.271749226147688,4659491.78
45,1989,2.2458252174105735,3.708756527244445,2.2844459458511848,5089612.41
45,1990,2.274137870314274,3.709205000597726,2.288538345962769,5044095.85
45,1991,2.2857371853262416,3.7095688967814557,2.274116890895079,5262866.92
45,1992,2.314116325362784,3.684884257479552,2.300610700278367,5493666.4
45,1993,2.2971839096432394,3.6905341824427094,2.2741904338278527,5302549.14
45,1994,2.2891592605733857,3.707475825179374,2.269173447339346,5800964.5991
45,1995,2.2682602034414314,3.7070157876529426,2.2587022140700608,6068722.437899999
45,1996,2.2783027710980575,3.7019991446134637,2.2608916908142285,6053438.9244
45,1997,2.268660554729546,3.7015463935303656,2.2436908663010593,6487797.3085
45,1998,2.2535696712534192,3.7180217069982353,2.245457940875649,6690026.4892
45,1999,2.252769918357604,3.69570338319314,2.229540090514645,7127761.5419
45,2000,2.275231836130243,3.7033047260014276,2.2546932174940806,7412732.3971
45,2001,2.2728602727419163,3.711572967542723,2.258808725540942,7177705.3414
45,2002,2.262077967086551,3.7072847184901074,2.251302106595391,7421079.527600001
45,2003,2.2465713596361994,3.720612260399289,2.2281448520808675,6706470.003
45,2004,2.2750165618626914,3.702055531134731,2.2241771333173634,6881855.871700001
45,2005,2.3022558535991515,3.6929145780621626,2.2477909873425226,6960870.8199000005
45,2006,2.2902512509495296,3.6968655603696403,2.2220355683240616,7416895.727299999
45,2007,2.2959278995340515,3.688885651859166,2.246440887707993,7193514.546800001
45,2008,2.281960070877807,3.6960099534125646,2.2435504144722986,7836036.818200001
45,2009,2.299907736268599,3.697432798479905,2.266291105295872,7451070.8516999995
45,2010,2.2822241097624314,3.700348625299162,2.2506186164169395,7388944.598599999
45,2011,2.283969594024972,3.7059607958259964,2.245654605900714,7912669.571800001
45,2012,2.2680080599373293,3.7241135602051925,2.216056663999564,7825144.82
45,2013,2.261278715582338,3.7325986194847434,2.2148652339962016,8259550.7401
45,2014,2.276208894850585,3.7063272253817097,2.255807356752865,8314791.5325
45,2015,2.259006741889236,3.7160240143098817,2.2128833169139965,8819237.0286
45,2016,2.2717280141189353,3.732670887754066,2.2172180324696176,9547845.3353
45,2017,2.2719777784504274,3.7314559446737583,2.2311061503751977,9952656.1244
45,2018,2.2807219029259045,3.723114014347568,2.2352004349507673,9938636.7425
45,2019,2.3021956828073513,3.721317621698941,2.2510092848991663,10576350.9656
45,2020,2.305551324644952,3.7310185329128385,2.252104654281266,10754825.686900001
45,2021,2.288712978941288,3.7312940770207734,2.238325736034134,9764046.1177
45,2022,2.2693519293740754,3.7284172691891917,2.230139109122593,10102208.219600001
45,2023,2.281629285442864,3.7424180041048083,2.2206283694368976,11365372.6444
45,2024,2.279632229622703,3.73104338635894,2.2338890368442987,11777122.9542
45,2025,2.2588874651025606,3.730451852103444,2.20588638819327,10580904.543
45,2026,2.247783065621211,3.721987418987266,2.1978263293010265,2179938.5904
46,1977,2.376076714724604,3.702717876133276,2.6765829768538207,665745.4099999999
46,1978,2.3778720311950243,3.7029239598030435,2.6579435530252122,1343890.4599999997
46,1979,2.3688110287843016,3.7064279427950066,2.620765010286372,1337724.62
