STATEFIP,YEAR,mean_routine,total_emp
15,1983,2.611605892880761,691155.91
15,1984,2.599792600761079,614028.11
15,1985,2.5796217266072867,735560.3899999999
15,1986,2.561984441972505,823248.0199999999
15,1987,2.5094037021628623,897656.84
15,1988,2.572932634255206,959139.86
15,1989,2.5598009954027914,985254.8600000001
15,1990,2.5239892818650373,878797.47
15,1991,2.5335449980125335,901591.0300000001
15,1992,2.5724250243081297,809938.9500000001
15,1993,2.5664370325669084,802108.39
15,1994,2.53979378183662,865663.4967000001
15,1995,2.5318371525448047,878843.945
15,1996,2.522728295942868,856358.2478000001
15,1997,2.5021738453157023,1007748.4216000001
15,1998,2.515131794920906,991353.8114
15,1999,2.5085067975736917,893660.7645
15,2000,2.514797843380853,936544.1279000001
15,2001,2.50636272112368,1067772.7645999999
15,2002,2.482361567459029,1181881.6193
15,2003,2.541591542023628,1069741.6103
15,2004,2.5369513515029247,1313429.8663
15,2005,2.4899355420080553,1332134.7918000002
15,2006,2.4711117377610883,1511620.7342
15,2007,2.5279799319604677,1509260.2483
15,2008,2.514571414194142,1498124.5945000001
15,2009,2.4916930073232426,1548902.5292000002
15,2010,2.4972502136774537,1600891.753
15,2011,2.526540434904633,1673029.0688
15,2012,2.4960775627558522,1751894.2522
15,2013,2.4996209914748055,1793772.4937
15,2014,2.5149797383648624,1869515.6683
15,2015,2.5288061689408288,1937516.9719
15,2016,2.534397875438991,1999453.4133000001
15,2017,2.514851028787382,2021308.3413999998
15,2018,2.4872648149638485,2071184.9004999998
15,2019,2.5234915288026003,2011693.4623
15,2020,2.536677887317427,1784146.6049999997
15,2021,2.537575989857375,1900361.9814
15,2022,2.5218127385507354,2055125.3007
15,2023,2.4888001646380316,2121614.2725
15,2024,2.5130437169316364,2174934.6996999998
15,2025,2.530080111938966,2037711.3379000002
15,2026,2.5112797618766334,389859.46160000004
16,1977,2.6056181152828533,294610.73
16,1978,2.629534552477244,551371.67
16,1979,2.631928659042674,559247.02
16,1980,2.6431058816905897,586924.22
16,1981,2.639981416320195,612917.03
16,1982,2.634012536446819,581691.3999999999
16,1983,2.5997417625524673,584847.71
16,1984,2.5909174441321148,618671.03
16,1985,2.601021883895937,654677.14
16,1986,2.625807415207112,652577.96
16,1987,2.6536265509415937,663618.01
16,1988,2.6797051081823646,683902.1199999999
16,1989,2.6571480082274603,716914.3
16,1990,2.5951993387566072,619503.09
16,1991,2.564494946043506,629660.5200000001
16,1992,2.6389461697419163,748267.9
16,1993,2.6637007084439013,682131.64
16,1994,2.6201232099280287,780424.4601
16,1995,2.6224368216049556,835710.2379
16,1996,2.5976709707219285,830153.2884
16,1997,2.541181669255237,899980.6597
16,1998,2.5722651399340504,912123.0766000001
16,1999,2.577147157218384,847365.0827000001
16,2000,2.5759135432670783,1017675.9945
16,2001,2.564792995086382,1134682.2581000002
16,2002,2.5543437725551663,1032628.1100000001
16,2003,2.5942864098563923,1119031.9593
16,2004,2.5943380560540428,1263921.808
16,2005,2.54407599773141,1362871.1467
16,2006,2.5408341988546694,1420070.5304
16,2007,2.533914747150172,1496648.9144000001
16,2008,2.5744043444287317,1531193.9827
16,2009,2.545219624568367,1565226.3603
16,2010,2.5452335331416216,1664082.3395
16,2011,2.559379897932259,1703920.3087
16,2012,2.5789311222565567,1729700.0799999998
16,2013,2.543941887524427,1755439.7567
16,2014,2.562998538387166,1845167.6365999999
16,2015,2.5542095137158642,1928541.9519
16,2016,2.557301105631889,1882359.6558
16,2017,2.553930466506155,1981874.1283
16,2018,2.5536564970825077,2211877.9972
16,2019,2.569230853822209,2239005.5270999996
16,2020,2.5277472668293166,2204504.5486
16,2021,2.5669045965195623,2186450.3731
16,2022,2.528576621634339,2379427.4681
16,2023,2.527926962561428,2461645.429
16,2024,2.5785291395438774,2395384.7520000003
16,2025,2.546010489292804,2080877.1213
16,2026,2.5407678724005565,403299.5711
17,1976,2.7066671625307928,8735890.99
17,1977,2.6987322918174455,9192134.440000001
17,1978,2.699057790184204,9160527.820000002
17,1979,2.6736963073204056,9320890.620000001
17,1980,2.686783294547519,9613077.129999999
17,1981,2.665857747435347,9280613.770000001
17,1982,2.643143094251037,8651239.49
17,1983,2.624035652788303,8550920.98
17,1984,2.6374966536777844,8316510.74
17,1985,2.6325715140999835,8222488.82
17,1986,2.6279045840735566,7993804.75
